"Treatment","gene","mean","sd","cv","DEG","change","spid","protein_names","evalue"
"Moderate","g17922",10.7298869181394,0.127894960904062,0.0119195068764285,"DEG","Up-regulated","Q10126","Putative uncharacterized transposon-derived protein F52C9.6",8.3e-19
"Moderate","g17923",11.9759042201561,0.173545409802704,0.0144912155785797,"DEG","Up-regulated",NA,NA,NA
"Moderate","g18045",10.430026381251,0.172548421203572,0.0165434309460371,"DEG","Up-regulated",NA,NA,NA
"Moderate","g18167",10.49288669008,0.179089231452943,0.0170676799190307,"DEG","Up-regulated",NA,NA,NA
"Moderate","g1818",10.7622356012525,0.178127722606117,0.0165511822269888,"DEG","Up-regulated",NA,NA,NA
"Moderate","g18791",11.9848375571641,0.222884608631569,0.0185972156542361,"DEG","Up-regulated",NA,NA,NA
"Moderate","g18808",9.50452548315958,0.173714879258487,0.0182770701773887,"DEG","Up-regulated",NA,NA,NA
"Moderate","g18893",9.68911652663487,0.188058245815343,0.0194092253198091,"DEG","Up-regulated",NA,NA,NA
"Moderate","g1960",12.2592456328268,0.226911397128421,0.0185094094632394,"DEG","Up-regulated","Q9NBX4","Probable RNA-directed DNA polymerase from transposon X-element (EC 2.7.7.49) (Reverse transcriptase)",3.99e-40
"Moderate","g19622",8.57461322857839,0.125654062381725,0.0146541959423817,"DEG","Up-regulated",NA,NA,NA
"Moderate","g19638",12.7249954202724,0.197434591758879,0.0155154941308932,"DEG","Up-regulated",NA,NA,NA
"Moderate","g19717",10.2089003400741,0.180212227427963,0.0176524622069781,"DEG","Up-regulated","Q95SX7","Probable RNA-directed DNA polymerase from transposon BS (EC 2.7.7.49) (Reverse transcriptase)",3.13e-16
"Moderate","g19960",8.94119684663276,0.139175556066643,0.0155656517191047,"DEG","Up-regulated","O00370","LINE-1 retrotransposable element ORF2 protein (ORF2p) [Includes: Reverse transcriptase (EC 2.7.7.49); Endonuclease (EC 3.1.21.-)]",3.36e-17
"Moderate","g20604",10.4982750434053,0.19644330814318,0.0187119605202743,"DEG","Up-regulated","P21329","RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)",3.4e-33
"Moderate","g21015",8.61853758614783,0.162842723068142,0.0188944726921968,"DEG","Up-regulated","P10394","Retrovirus-related Pol polyprotein from transposon 412 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]",2.07e-28
"Moderate","g21049",8.45916401694963,0.16810906321731,0.0198730114323909,"DEG","Up-regulated",NA,NA,NA
"Moderate","g21227",12.8179532388344,0.210098385546455,0.0163909464819955,"DEG","Up-regulated",NA,NA,NA
"Moderate","g21336",11.6083915087941,0.16853889987013,0.0145187125832593,"DEG","Up-regulated","O55164","Multiple PDZ domain protein (Multi-PDZ domain protein 1)",1.8e-24
"Moderate","g21531",11.5793783860452,0.193520205545305,0.0167124865509641,"DEG","Up-regulated",NA,NA,NA
"Moderate","g22509",11.3047921656024,0.174520347608628,0.0154377316320461,"DEG","Up-regulated",NA,NA,NA
"Moderate","g22621",12.995693370859,0.203376483274488,0.0156495292302395,"DEG","Up-regulated","P42325","Neurocalcin homolog (DrosNCa)",5.24e-18
"Moderate","g22789",9.02567365753582,0.155467595159064,0.0172250405961952,"DEG","Up-regulated",NA,NA,NA
"Moderate","g22790",10.4774752086764,0.118428801968102,0.0113031813112792,"DEG","Up-regulated",NA,NA,NA
"Moderate","g23092",11.5757825994544,0.213169471971284,0.0184151240004569,"DEG","Up-regulated",NA,NA,NA
"Moderate","g24436",11.0442849046347,0.204232370645145,0.0184921316688815,"DEG","Up-regulated",NA,NA,NA
"Moderate","g2471",8.48115671958901,0.142403279547176,0.0167905492440985,"DEG","Up-regulated",NA,NA,NA
"Moderate","g24804",10.52053722215,0.154850416048584,0.0147188696526409,"DEG","Up-regulated",NA,NA,NA
"Moderate","g24859",9.4680979127659,0.165693268138282,0.0175001642003381,"DEG","Up-regulated",NA,NA,NA
"Moderate","g24947",9.31951491918589,0.155109489089097,0.016643515293889,"DEG","Up-regulated",NA,NA,NA
"Moderate","g25797",9.93411808127163,0.167011066459638,0.0168118664478628,"DEG","Up-regulated",NA,NA,NA
"Moderate","g26052",10.2609072369318,0.165487142110741,0.016127924976761,"DEG","Up-regulated",NA,NA,NA
"Moderate","g26468",9.71939200430501,0.17112626191643,0.0176066838173245,"DEG","Up-regulated","Q58EX7","Puratrophin-1 (Pleckstrin homology domain-containing family G member 4) (PH domain-containing family G member 4) (Purkinje cell atrophy-associated protein 1)",2.25e-40
"Moderate","g26610",12.4635389936036,0.165442266657575,0.013274100297073,"DEG","Up-regulated",NA,NA,NA
"Moderate","g26714",11.1800665948108,0.210224388396719,0.0188035005528763,"DEG","Up-regulated",NA,NA,NA
"Moderate","g27480",11.3515385645675,0.168478499597722,0.0148419087544316,"DEG","Up-regulated",NA,NA,NA
"Moderate","g27568",8.97977174392326,0.13187650928577,0.0146859533901864,"DEG","Up-regulated","Q10126","Putative uncharacterized transposon-derived protein F52C9.6",6.92e-16
"Moderate","g27607",9.48223195777926,0.187676676517085,0.0197924578678034,"DEG","Up-regulated","Q10126","Putative uncharacterized transposon-derived protein F52C9.6",8.7e-12
"Moderate","g28357",11.7853549985416,0.195091725534938,0.0165537419584798,"DEG","Up-regulated",NA,NA,NA
"Moderate","g28380",11.0871262115831,0.209805692388104,0.0189233610571613,"DEG","Up-regulated",NA,NA,NA
"Moderate","g28388",10.6371167154104,0.144200423106647,0.0135563449160747,"DEG","Up-regulated",NA,NA,NA
"Moderate","g28389",10.6858286883988,0.154606603793018,0.0144683775401405,"DEG","Up-regulated","Q9HAV4","Exportin-5 (Exp5) (Ran-binding protein 21)",1.76e-13
"Moderate","g28418",11.6255702152869,0.17032329850326,0.0146507479073409,"DEG","Up-regulated",NA,NA,NA
"Moderate","g28564",10.9705953913572,0.176564883439299,0.0160943756597202,"DEG","Up-regulated","Q08832","Gamma-aminobutyric acid receptor subunit beta-like (GABA(A) receptor)",1.33e-18
"Moderate","g28947",10.7611382134814,0.202266245764158,0.0187959899549253,"DEG","Up-regulated",NA,NA,NA
"Moderate","g28964",10.6961095659153,0.191389402059347,0.0178933658897098,"DEG","Up-regulated",NA,NA,NA
"Moderate","g29753",8.07745088145927,0.146837331688774,0.0181786721880067,"DEG","Up-regulated",NA,NA,NA
"Moderate","g29826",11.0130133874549,0.214875324623555,0.0195110381749215,"DEG","Up-regulated",NA,NA,NA
"Moderate","g29973",12.1433899159243,0.20645057730364,0.0170010663194558,"DEG","Up-regulated",NA,NA,NA
"Moderate","g30021",13.0575371948337,0.191135945613502,0.0146379782620207,"DEG","Up-regulated",NA,NA,NA
"Moderate","g31016",11.6330626532867,0.187107738903447,0.016084134030739,"DEG","Up-regulated",NA,NA,NA
"Moderate","g3107",11.9056269620444,0.233702427835439,0.0196295775586193,"DEG","Up-regulated",NA,NA,NA
"Moderate","g313",13.536791046301,0.229882561220576,0.0169820573010465,"DEG","Up-regulated",NA,NA,NA
"Moderate","g31648",11.2645750212857,0.178889842590883,0.0158807449240518,"DEG","Up-regulated","P14599","Amyloid-beta-like protein",1.13e-21
"Moderate","g31767",11.9772278047695,0.207104681679984,0.0172915373286556,"DEG","Up-regulated",NA,NA,NA
"Moderate","g3201",11.2699762172437,0.221064487077895,0.0196153463695562,"DEG","Up-regulated",NA,NA,NA
"Moderate","g32047",11.3223300092696,0.222052459801609,0.0196119049365117,"DEG","Up-regulated",NA,NA,NA
"Moderate","g33079",11.757237378674,0.143868580648581,0.0122365974263255,"DEG","Up-regulated","O43639","Cytoplasmic protein NCK2 (Growth factor receptor-bound protein 4) (NCK adaptor protein 2) (Nck-2) (SH2/SH3 adaptor protein NCK-beta)",3.97e-19
"Moderate","g33334",11.5757063109416,0.146822431541816,0.0126836693673747,"DEG","Up-regulated",NA,NA,NA
"Moderate","g33729",9.08356860112445,0.176119165292927,0.0193887637146402,"DEG","Up-regulated",NA,NA,NA
"Moderate","g33927",9.91011504810634,0.1771058699416,0.0178712223906464,"DEG","Up-regulated",NA,NA,NA
"Moderate","g33954",9.58708850517929,0.154747706314087,0.0161412618888922,"DEG","Up-regulated",NA,NA,NA
"Moderate","g34128",11.6779384060405,0.19214525410917,0.0164536964854842,"DEG","Up-regulated",NA,NA,NA
"Moderate","g34274",10.9233187156364,0.18874144239284,0.0172787636529055,"DEG","Up-regulated",NA,NA,NA
"Moderate","g34740",13.2668716667132,0.185962625176218,0.0140170667093134,"DEG","Up-regulated",NA,NA,NA
"Moderate","g34969",9.52387062442207,0.176019634975351,0.0184819431003171,"DEG","Up-regulated",NA,NA,NA
"Moderate","g3519",11.7900064203258,0.22900829759814,0.0194239332391994,"DEG","Up-regulated",NA,NA,NA
"Moderate","g35201",12.2637392880882,0.155016981145081,0.0126402704349439,"DEG","Up-regulated","O61307","Teneurin-m (Tenm) (Odd Oz protein) (Tenascin-like protein)",9.41e-86
"Moderate","g35403",9.62964264880988,0.152965276998123,0.0158848342121011,"DEG","Up-regulated",NA,NA,NA
"Moderate","g35974",10.5045097864623,0.208071372781474,0.0198078136925178,"DEG","Up-regulated",NA,NA,NA
"Moderate","g36216",12.7616977313084,0.165635289005369,0.0129790951402191,"DEG","Up-regulated","Q9V427","Innexin inx2 (Innexin-2) (Gap junction protein prp33) (Pas-related protein 33)",5.59e-31
"Moderate","g3639",9.61012085946788,0.167336300031762,0.0174125073429126,"DEG","Up-regulated",NA,NA,NA
"Moderate","g36537",7.70066700987924,0.151275197025543,0.0196444277919654,"DEG","Up-regulated","Q9P255","Zinc finger protein 492 (Zinc finger protein 115)",2.66e-44
"Moderate","g37823",10.5371181147414,0.192811649413358,0.0182983285670504,"DEG","Up-regulated",NA,NA,NA
"Moderate","g37845",10.4215163041438,0.179316447015107,0.017206368227223,"DEG","Up-regulated",NA,NA,NA
"Moderate","g38162",11.1337224881401,0.16810059687687,0.0150983282595677,"DEG","Up-regulated",NA,NA,NA
"Moderate","g38671",12.3378653948208,0.242956915985655,0.0196919733042024,"DEG","Up-regulated","P29174","Cold shock domain-containing protein E1 (Protein UNR) (Fragment)",3.01e-14
"Moderate","g38677",11.185668113858,0.153829098066131,0.0137523388411239,"DEG","Up-regulated",NA,NA,NA
"Moderate","g38726",13.0538449408857,0.145950191416428,0.0111806285487045,"DEG","Up-regulated",NA,NA,NA
"Moderate","g38810",12.1490652265281,0.179432327690233,0.0147692291007239,"DEG","Up-regulated",NA,NA,NA
"Moderate","g38981",10.5623063372549,0.203889424272295,0.019303494687817,"DEG","Up-regulated","P21329","RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)",4.2e-24
"Moderate","g39777",13.8155763266962,0.267539626938937,0.0193650717575902,"DEG","Up-regulated","Q9NBX4","Probable RNA-directed DNA polymerase from transposon X-element (EC 2.7.7.49) (Reverse transcriptase)",2.91e-34
"Moderate","g40109",10.0948870911926,0.196880288270846,0.0195029708101062,"DEG","Up-regulated",NA,NA,NA
"Moderate","g40246",10.082128944531,0.200493626209557,0.0198860406678606,"DEG","Up-regulated","P11369","LINE-1 retrotransposable element ORF2 protein (ORF2p) (Long interspersed element-1) (L1) (Retrovirus-related Pol polyprotein LINE-1) [Includes: Reverse transcriptase (EC 2.7.7.49); Endonuclease (EC 3.1.21.-)]",6.43e-26
"Moderate","g407",9.87609605737087,0.159456901569427,0.016145742269327,"DEG","Up-regulated","P08548","LINE-1 reverse transcriptase homolog (EC 2.7.7.49)",1.85e-19
"Moderate","g41174",11.148350689521,0.127233218945912,0.0114127392014593,"DEG","Up-regulated",NA,NA,NA
"Moderate","g4151",10.1962755392575,0.191072641357717,0.0187394544823797,"DEG","Up-regulated",NA,NA,NA
"Moderate","g41689",11.6898665401595,0.196166176831229,0.0167808739438828,"DEG","Up-regulated","P21328","RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)",6.48e-23
"Moderate","g42571",12.0729177270386,0.157364197548035,0.0130344794113523,"DEG","Up-regulated",NA,NA,NA
"Moderate","g42688",10.1626499034078,0.191310747043583,0.0188248880815456,"DEG","Up-regulated",NA,NA,NA
"Moderate","g4284",12.5679729121501,0.21481266218681,0.0170920691577191,"DEG","Up-regulated",NA,NA,NA
"Moderate","g42885",12.9608058649618,0.156498810174692,0.0120747746556231,"DEG","Up-regulated",NA,NA,NA
"Moderate","g42886",12.3452485220155,0.179085926191453,0.0145064658578631,"DEG","Up-regulated",NA,NA,NA
"Moderate","g42907",9.51668921542844,0.156213535558,0.0164146933898763,"DEG","Up-regulated","Q9W676","LIM domain-binding protein 2 (LDB-2) (Carboxyl-terminal LIM domain-binding protein 1) (CLIM-1) (LIM domain-binding factor CLIM1) (cLdb2)",5.24e-12
"Moderate","g43073",10.0336113636555,0.199348519523404,0.0198680726508403,"DEG","Up-regulated","Q96DM1","PiggyBac transposable element-derived protein 4",1.66e-34
"Moderate","g43326",11.4177435498818,0.158176042676831,0.0138535291133307,"DEG","Up-regulated",NA,NA,NA
"Moderate","g43493",10.4616896440615,0.159817493925737,0.0152764514493561,"DEG","Up-regulated",NA,NA,NA
"Moderate","g44026",12.1569572230955,0.184727875601456,0.0151952394181757,"DEG","Up-regulated",NA,NA,NA
"Moderate","g44841",11.2727140594398,0.187093388241244,0.0165970135723058,"DEG","Up-regulated","Q10126","Putative uncharacterized transposon-derived protein F52C9.6",2.91e-14
"Moderate","g44889",12.0638997231959,0.230887596507332,0.0191387198008114,"DEG","Up-regulated",NA,NA,NA
"Moderate","g45039",8.75812474187207,0.12656766512399,0.0144514572302079,"DEG","Up-regulated",NA,NA,NA
"Moderate","g46018",10.1244513971734,0.123607698155284,0.0122088292299762,"DEG","Up-regulated",NA,NA,NA
"Moderate","g46035",10.0919863477455,0.196850738598053,0.0195056485230015,"DEG","Up-regulated",NA,NA,NA
"Moderate","g46360",12.2038608154068,0.24321958094126,0.0199297242585893,"DEG","Up-regulated",NA,NA,NA
"Moderate","g46996",10.4520372773951,0.207151914605514,0.0198192858586073,"DEG","Up-regulated",NA,NA,NA
"Moderate","g47357",9.48746971569328,0.167835170860707,0.0176901930535905,"DEG","Up-regulated",NA,NA,NA
"Moderate","g4777",10.4650234792019,0.19103058213699,0.0182541952740614,"DEG","Up-regulated","Q80V42","Carboxypeptidase M (CPM) (EC 3.4.17.12)",5.6e-13
"Moderate","g47849",9.13928098800522,0.114386533377311,0.0125159225903478,"DEG","Up-regulated",NA,NA,NA
"Moderate","g49217",9.2207468142788,0.162789410747003,0.0176546882834821,"DEG","Up-regulated","P21328","RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)",5.12e-25
"Moderate","g50117",10.7700101454601,0.150887397796704,0.0140099587427323,"DEG","Up-regulated",NA,NA,NA
"Moderate","g52200",11.0475141088009,0.170841616068249,0.0154642586907537,"DEG","Up-regulated",NA,NA,NA
"Moderate","g52415",9.85786173138369,0.181931158415442,0.0184554382454201,"DEG","Up-regulated",NA,NA,NA
"Moderate","g52416",10.252478226701,0.19529784809957,0.0190488429998267,"DEG","Up-regulated",NA,NA,NA
"Moderate","g53599",13.145716865523,0.192701543421305,0.0146588843645871,"DEG","Up-regulated",NA,NA,NA
"Moderate","g53600",14.1677809375465,0.176234246274272,0.0124390860538525,"DEG","Up-regulated",NA,NA,NA
"Moderate","g53822",11.5695602539464,0.141438482096258,0.0122250525509829,"DEG","Up-regulated",NA,NA,NA
"Moderate","g54671",11.5420891225511,0.175055886962612,0.0151667419220136,"DEG","Up-regulated",NA,NA,NA
"Moderate","g55409",13.1990706722985,0.220793970065586,0.0167279936252615,"DEG","Up-regulated",NA,NA,NA
"Moderate","g5629",9.44432895920667,0.179293661116259,0.0189842668431702,"DEG","Up-regulated","Q9VMJ7","Lysine-specific demethylase lid (EC 1.14.11.67) (Histone demethylase lid) (Jumonji/ARID domain-containing protein lid) (Protein little imaginal disks) (Retinoblastoma-binding protein 2 homolog) ([histone H3]-trimethyl-L-lysine(4) demethylase lid)",4.39e-17
"Moderate","g56815",11.3248430513401,0.221271226607456,0.0195385689324209,"DEG","Up-regulated","P21328","RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)",4.47e-13
"Moderate","g57084",11.2995505849398,0.14400249549297,0.0127440905202813,"DEG","Up-regulated","P11369","LINE-1 retrotransposable element ORF2 protein (ORF2p) (Long interspersed element-1) (L1) (Retrovirus-related Pol polyprotein LINE-1) [Includes: Reverse transcriptase (EC 2.7.7.49); Endonuclease (EC 3.1.21.-)]",7.31e-19
"Moderate","g57793",11.8480447834906,0.210402755021178,0.0177584368447323,"DEG","Up-regulated",NA,NA,NA
"Moderate","g5791",12.5566227631481,0.162282925439148,0.0129240902191811,"DEG","Up-regulated",NA,NA,NA
"Moderate","g5869",10.2354118158608,0.194624493025313,0.0190148180187262,"DEG","Up-regulated",NA,NA,NA
"Moderate","g59439",11.223277196385,0.217777591367983,0.0194040998504545,"DEG","Up-regulated",NA,NA,NA
"Moderate","g60891",10.5189396959987,0.131547172874917,0.0125057445594975,"DEG","Up-regulated",NA,NA,NA
"Moderate","g60892",10.8663390778207,0.194421080185252,0.0178920498240374,"DEG","Up-regulated",NA,NA,NA
"Moderate","g6355",11.3031731084941,0.149460557896913,0.0132228849777234,"DEG","Up-regulated",NA,NA,NA
"Moderate","g6454",11.4974127986234,0.186669370482845,0.0162357717994778,"DEG","Up-regulated","P21328","RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)",1.7e-12
"Moderate","g64754",11.3869711996704,0.177733470155634,0.0156084938689208,"DEG","Up-regulated",NA,NA,NA
"Moderate","g65544",11.2454658175773,0.132094444615489,0.0117464626862338,"DEG","Up-regulated",NA,NA,NA
"Moderate","g6892",9.47746286705334,0.116533511768814,0.0122958552730311,"DEG","Up-regulated",NA,NA,NA
"Moderate","g71963",10.620786581449,0.189034858359651,0.0177985742308232,"DEG","Up-regulated",NA,NA,NA
"Moderate","g73412",16.9129389640569,0.305130630579251,0.018041254168049,"DEG","Up-regulated",NA,NA,NA
"Moderate","g74316",9.87433157426976,0.0776191528425044,0.00786069945683839,"DEG","Up-regulated",NA,NA,NA
"Moderate","g74523",12.5551423690839,0.147665998783501,0.011761395804409,"DEG","Up-regulated","Q9NL83","Orcokinin peptides type A [Cleaved into: Orcomyotropin-like peptide; Orcokinin; Orcokinin-like peptide 1; Orcokinin-like peptide 2; Orcokinin-like peptide 3; Orcokinin-like peptide 4]",9.52e-50
"Moderate","g74524",12.275539675685,0.172019109819042,0.0140131606726645,"DEG","Up-regulated",NA,NA,NA
"Moderate","g7635",11.2891986165511,0.225070328565299,0.0199367852590816,"DEG","Up-regulated",NA,NA,NA
"Moderate","g77890",8.56298591382818,0.134530176483908,0.0157106618926767,"DEG","Up-regulated","Q96DM1","PiggyBac transposable element-derived protein 4",5.75e-30
"Moderate","g7805",10.2717997508977,0.204083079466484,0.0198682883638427,"DEG","Up-regulated","Q9UJN7","Zinc finger protein 391",6.1e-18
"Moderate","g7891",9.73944195876063,0.14204062837984,0.0145840623088343,"DEG","Up-regulated",NA,NA,NA
"Moderate","g79022",8.50236833885748,0.128282304427283,0.01508783192102,"DEG","Up-regulated",NA,NA,NA
"Moderate","g80551",10.8343128342786,0.15304937575252,0.0141263574435739,"DEG","Up-regulated",NA,NA,NA
"Moderate","g80818",9.7209298884522,0.16694496133538,0.0171737645730476,"DEG","Up-regulated","P11369","LINE-1 retrotransposable element ORF2 protein (ORF2p) (Long interspersed element-1) (L1) (Retrovirus-related Pol polyprotein LINE-1) [Includes: Reverse transcriptase (EC 2.7.7.49); Endonuclease (EC 3.1.21.-)]",4.52e-26
"Moderate","g82693",9.48015294095937,0.185328680756589,0.0195491235121186,"DEG","Up-regulated","Q9NBX4","Probable RNA-directed DNA polymerase from transposon X-element (EC 2.7.7.49) (Reverse transcriptase)",1.23e-12
"Moderate","g82694",9.27277039501837,0.11553794226396,0.012459916221589,"DEG","Up-regulated",NA,NA,NA
"Moderate","g828",11.1014543518002,0.167002572111853,0.0150433057525271,"DEG","Up-regulated",NA,NA,NA
"Moderate","g829",12.0373688396243,0.121300772300473,0.010077017155209,"DEG","Up-regulated",NA,NA,NA
"Moderate","g8536",11.5908941139372,0.132096395737817,0.0113965665150008,"DEG","Up-regulated",NA,NA,NA
"Moderate","g85661",11.2243066500508,0.155929476635967,0.0138921255002652,"DEG","Up-regulated",NA,NA,NA
"Moderate","g86877",8.53088098368274,0.136619528415851,0.0160147033673506,"DEG","Up-regulated",NA,NA,NA
"Moderate","g87570",12.2881752600815,0.217150538230643,0.0176715039975107,"DEG","Up-regulated",NA,NA,NA
"Moderate","g91463",10.9475107025421,0.173342679969676,0.015833981320468,"DEG","Up-regulated",NA,NA,NA
"Moderate","g92576",9.98515368909211,0.16643937658031,0.0166686845052901,"DEG","Up-regulated",NA,NA,NA
"Moderate","g92577",11.965782050529,0.224428585258104,0.0187558643731257,"DEG","Up-regulated",NA,NA,NA
"Moderate","g9269",12.0585170599761,0.195684728197739,0.0162279264709293,"DEG","Up-regulated",NA,NA,NA
