geneID	Amb_vs_Mod_log2FoldChange	Amb_vs_Mod_padj	Amb_vs_Low_log2FoldChange	Amb_vs_Low_padj	Mod_vs_Low_log2FoldChange	Mod_vs_Low_padj
evm.TU.HiC_scaffold_18.1	0.16129108157584388	0.4710158079653929	-0.04177892049293404	0.8850860761190532	-0.20307000206877793	0.8871785866729134
evm.TU.HiC_scaffold_82.1	-0.3163090999233018	0.28308395800752906	-0.06265202849459423	0.8818114469732082	0.2536570714287076	0.933452894210246
evm.TU.HiC_scaffold_82.2	-0.35675942088594964	0.5340921607966281	-0.43337756972050917	0.41687485672816604	-0.07661814883455953	0.9998215646025037
evm.TU.HiC_scaffold_82.3	-0.17804993866711152	0.6596207393705078	-0.1439301118998352	0.73578575243595	0.034119826767276304	0.9998215646025037
evm.TU.HiC_scaffold_28.3	0.2647624878597062	0.6785879353352635	0.058647152564076134	0.9426324137644652	-0.20611533529563003	0.9983200798856434
evm.TU.HiC_scaffold_28.4	0.17183202872743306	0.2331745597443185	0.18543669594622128	0.1689110134683921	0.013604667218788238	0.9998215646025037
evm.TU.HiC_scaffold_51.1	-0.6545726425752307	0.035397017078583996	-0.9323498868165353	4.5630666438986953e-4	-0.2777772442413046	0.9349907070974489
evm.TU.HiC_scaffold_61.1	-0.14154373089098077	0.3089457918360385	-0.12805795263220585	0.3575233320364906	0.013485778258774915	0.9998215646025037
evm.TU.HiC_scaffold_23.1	0.031720445949593355	0.9122889522792716	0.00505133801695463	0.9884013421282902	-0.026669107932638724	0.9998215646025037
evm.TU.HiC_scaffold_103.2	0.030675798590044382	0.9488374667662279	-0.18148710126331363	0.6412378998583114	-0.212162899853358	NA
evm.TU.HiC_scaffold_42.3	0.0773295298505512	0.7412637665549838	0.3451635350023786	0.03764794992295362	0.2678340051518274	0.6954174008147037
evm.TU.HiC_scaffold_42.4	0.21603932897811967	0.18479029354835722	0.10340583021754526	0.5772774137167861	-0.11263349876057441	0.9682269431333248
evm.TU.HiC_scaffold_42.5	0.2043649951083217	0.15733233780802985	0.07098428173804268	0.6869756856092138	-0.133380713370279	0.9279552268092298
evm.TU.HiC_scaffold_28.6	-0.0381457868623655	0.7494392229315348	0.0697714618454781	0.5172109816215558	0.10791724870784358	0.8489979571985451
evm.TU.HiC_scaffold_81.1	-0.4485902288290111	0.0534066455329246	-0.11136292537615564	0.7108754515512146	0.3372273034528555	0.6954174008147037
evm.TU.HiC_scaffold_81.2	-0.017873437762768712	0.9593528995081664	-0.12005928496464185	0.667081420842313	-0.10218584720187315	0.9981608990131571
evm.TU.HiC_scaffold_21.1	-0.11296597581372594	0.7570946611801301	-0.02030314821948659	0.9651614260511239	0.09266282759423936	0.9998215646025037
evm.TU.HiC_scaffold_15.1	-0.3983825840447818	0.09643053057153038	-0.22622442872134826	0.3855027326889897	0.1721581553234335	0.9657118101394904
evm.TU.HiC_scaffold_104.1	0.462443611979057	0.07744493376861612	0.5256937704973997	0.024110613557101666	0.0632501585183427	0.9998215646025037
evm.TU.HiC_scaffold_104.2	1.645891692494089	0.10032852942916165	1.311227082151224	0.18053477302132992	-0.3346646103428651	0.9998215646025037
evm.TU.HiC_scaffold_104.3	2.2460138824918667	0.04358057877998277	1.981687862517987	0.05290825720339428	-0.26432601997387956	0.9998215646025037
evm.TU.HiC_scaffold_90.1	-0.14717740269727653	0.39044392570446135	-0.21619153937817612	0.1465467747379831	-0.0690141366808996	0.9981608990131571
evm.TU.HiC_scaffold_81.3	0.01949253754650868	0.9371725628077984	-0.15478770021023802	0.37914143516436144	-0.1742802377567467	0.8815883082796246
evm.TU.HiC_scaffold_81.4	-1.6719155690288088	NA	-0.5950281774911657	0.594249632943714	1.0768873915376431	NA
evm.TU.HiC_scaffold_9.1	-0.03509167125829661	0.9272413260329235	-2.573532099328644e-4	0.999631497809822	0.03483431804836374	0.9998215646025037
evm.TU.HiC_scaffold_15.3	0.007605781010021307	0.9446459368374489	-0.04900468926699234	0.5626792185200146	-0.05661047027701365	0.9509320923016251
evm.TU.HiC_scaffold_82.4	0.14249535016909493	0.6317242379145527	-0.1633035254151518	0.5667385413532287	-0.30579887558424673	0.8360655166176671
evm.TU.HiC_scaffold_90.3	-0.07443645218986694	0.834575494716788	0.07112107829843134	0.8500137620514352	0.14555753048829828	0.9919788334442657
evm.TU.HiC_scaffold_44.1	5.541245102368289	2.6005169172089782e-12	6.038471687200199	2.3613176616360265e-16	0.497226584831911	0.9974123552751328
evm.TU.HiC_scaffold_44.2	-0.5066895923850437	0.11223033893288403	-0.622957193219215	0.02847512958612441	-0.11626760083417134	0.9998215646025037
evm.TU.HiC_scaffold_44.3	-0.4345633054674911	0.05254953527138609	-0.5498811214318822	0.005140615548969184	-0.11531781596439102	0.9955026998753188
evm.TU.HiC_scaffold_20.1	-0.1700490435444661	0.39449272837756777	-0.1661309163401201	0.3930817668285438	0.003918127204346007	0.9998215646025037
evm.TU.HiC_scaffold_92.5	0.04948113960629444	0.8037829855422436	0.027572294355576482	0.9030800159246837	-0.021908845250717957	0.9998215646025037
evm.TU.HiC_scaffold_92.6	-0.2049755237201039	0.1583682249285695	-0.35214387261678515	0.004628978215981005	-0.14716834889668126	0.887390109727034
evm.TU.HiC_scaffold_92.7	-0.050816033712473486	0.8263164660614838	-0.005528307052265876	0.985369933663956	0.04528772666020761	0.9998215646025037
evm.TU.HiC_scaffold_92.8	-0.5251880806199342	0.4618285437946075	0.04099326485517105	0.9688176782178488	0.5661813454751052	0.9364187929002573
evm.TU.HiC_scaffold_10.1	-0.4317365510087232	0.03047784203903805	-0.27233693938265996	0.16773847339694697	0.15939961162606328	0.9509320923016251
evm.TU.HiC_scaffold_10.2	-0.3982433118482087	0.03945949107877148	-0.36195144485764674	0.04213678819573106	0.03629186699056198	0.9998215646025037
evm.TU.HiC_scaffold_10.3	-0.30631883891717543	0.242965590304366	-0.33104099125065717	0.17748914515887945	-0.02472215233348174	0.9998215646025037
evm.TU.HiC_scaffold_10.4	0.11720725804163945	0.509297915248985	0.10258741711298389	0.5665099002976035	-0.01461984092865556	0.9998215646025037
evm.TU.HiC_scaffold_55.1	-0.2107476809759602	0.16292174112458396	-0.2833500363059597	0.033807420103890304	-0.07260235532999948	0.9957783236676667
evm.TU.HiC_scaffold_4.1	0.34414244877436556	0.3914875765061233	0.38059285327067843	0.31146331936369165	0.036450404496312844	0.9998215646025037
evm.TU.HiC_scaffold_4.2	-0.24880296363597187	0.46701182732035273	-0.12405055833254909	0.7559683829346947	0.12475240530342277	NA
evm.TU.HiC_scaffold_39.1	0.037715775163058976	0.9360663252373125	0.11147049044643659	0.7987847794033933	0.07375471528337761	NA
evm.TU.HiC_scaffold_66.1	-0.15514458806524764	0.13231147698641724	-0.003644914096597008	0.9841327200792713	0.15149967396865063	0.6890009497365456
evm.TU.HiC_scaffold_104.4	1.030781211569718	0.007866951012926594	0.5606019691711374	0.14049077643420232	-0.4701792423985805	0.8479051351652545
evm.TU.HiC_scaffold_59.1	-0.11159714660474858	0.6036405997086396	0.09587655556748581	0.6691136203639128	0.2074737021722344	0.8521855965530708
evm.TU.HiC_scaffold_56.1	-0.08412855070033298	0.7099357697440857	-0.17114926123681565	0.3726770169237429	-0.08702071053648265	0.9974123552751328
evm.TU.HiC_scaffold_103.4	0.24183319082908009	0.20364807113736152	0.21653809116733386	0.2437716542803322	-0.02529509966174626	0.9998215646025037
evm.TU.HiC_scaffold_28.8	-0.0681509030835174	0.7853228232470053	-0.25946810001472115	0.16303905650317158	-0.19131719693120375	0.9133208114131749
evm.TU.HiC_scaffold_60.1	0.1403708643987623	0.45174716975758256	0.09527354933723163	0.6311042996725585	-0.04509731506153067	0.9998215646025037
evm.TU.HiC_scaffold_79.1	-0.21277656615581114	0.2807969382099759	-0.20350805156557547	0.29209805894387336	0.009268514590235677	0.9998215646025037
evm.TU.HiC_scaffold_29.6	0.06666856269366948	0.822209419578424	0.015672685172259875	0.9645715224703414	-0.05099587752140961	0.9998215646025037
evm.TU.HiC_scaffold_29.7	-0.4200928600592816	0.012885400432145002	-0.33623062251962094	0.027506197933998902	0.0838622375396607	0.9969438174053818
evm.TU.HiC_scaffold_29.9	-0.24554079759021918	0.18420027500167946	-0.3950744763671248	0.01260641825323313	-0.1495336787769056	0.9467892266264848
evm.TU.HiC_scaffold_89.4	0.14853344852892672	0.7551790421890374	0.08007085515040391	0.8833964191447783	-0.06846259337852281	NA
evm.TU.HiC_scaffold_6.2	0.1923613298784388	0.5896233301219146	0.007924756804189546	0.9882864051563882	-0.18443657307424924	NA
evm.TU.HiC_scaffold_100.2	0.1666728080819301	0.4071350568186166	-0.03252136952786068	0.9035219204493377	-0.19919417760979077	0.8602926575397696
evm.TU.HiC_scaffold_19.1	0.13097450513406156	0.7748976551715802	-0.14006575983655792	0.7614298576680757	-0.27104026497061945	0.953611915405365
evm.TU.HiC_scaffold_6.4	-0.22849140268158702	0.47254902378411223	-0.18489309163439238	0.5722809542387596	0.043598311047194645	0.9998215646025037
evm.TU.HiC_scaffold_60.2	0.05390128886922869	0.8226237284481038	0.10118338835697015	0.6426012377836003	0.047282099487741445	0.9998215646025037
evm.TU.HiC_scaffold_6.7	0.048242739460216184	0.8908442922499028	0.05261463822632432	0.8836702143480294	0.004371898766108132	0.9998215646025037
evm.TU.HiC_scaffold_75.1	-0.02030967379522849	0.9684526898170716	-0.1909884332672586	0.6085067225153182	-0.1706787594720301	NA
evm.TU.HiC_scaffold_90.5	0.2135915426332082	0.5302623552327919	0.33406402498379945	0.26296299114549765	0.12047248235059121	0.9981608990131571
evm.TU.HiC_scaffold_102.2	-0.07175818837552783	0.9163603630907549	-0.034733214295915686	0.9626443656505804	0.037024974079612145	0.9998215646025037
evm.TU.HiC_scaffold_102.3	0.02853424381356982	0.8755686208451748	-0.077802632419505	0.6079673138201331	-0.10633687623307482	0.9483532408664144
evm.TU.HiC_scaffold_102.4	-0.0907290486154258	0.5989656639795771	-0.01775140965760075	0.9384035970021818	0.07297763895782505	0.9955692417730739
evm.TU.HiC_scaffold_102.5	0.0593719814984323	0.8397481984235813	0.2588655935442766	0.2381866323360206	0.1994936120458443	0.9338027188378818
evm.TU.HiC_scaffold_58.2	0.09825249034523044	0.7992079378859043	-0.14569645837873763	0.6839677524304651	-0.24394894872396802	0.9461355509694629
evm.TU.HiC_scaffold_29.11	-0.12856233726361185	0.1871834598216074	-0.18798418192003283	0.026376378732592683	-0.05942184465642099	0.9822241105157076
evm.TU.HiC_scaffold_35.1	-0.2571166803871609	0.4943504328512262	-0.683735511140491	0.017295181493473047	-0.4266188307533301	0.7603318914961494
evm.TU.HiC_scaffold_38.1	-0.1230450174158857	0.38307656564140957	-0.20087839498762464	0.09206564412865943	-0.07783337757173892	0.9849661576214362
evm.TU.HiC_scaffold_38.2	-0.10277180692616088	0.45266116317226357	-0.3096423957532408	0.002777582258789214	-0.20687058882707995	0.5663160835017124
evm.TU.HiC_scaffold_38.3	0.04120926810334931	0.9076931787106467	-0.06909653970120644	0.8392180834622773	-0.11030580780455575	0.9981608990131571
evm.TU.HiC_scaffold_38.4	-0.1624800896336658	0.42716639919171606	-0.11298418030060473	0.6043490210598922	0.049495909333061076	0.9998215646025037
evm.TU.HiC_scaffold_38.5	-0.5973672303782195	0.5081714687094696	0.07893224474373978	0.9499943579324406	0.6762994751219592	0.9438603964136553
evm.TU.HiC_scaffold_27.1	0.0515082714477109	0.7707647448567989	0.16222754644006981	0.24037931044759597	0.11071927499235892	0.9509320923016251
evm.TU.HiC_scaffold_43.1	0.14294007656013916	0.8138360364569104	-0.1536982813337113	0.8017558572363548	-0.29663835789385046	NA
evm.TU.HiC_scaffold_92.11	-0.02485922112026799	0.9553611043024482	0.20478436519824095	0.5410164258211495	0.22964358631850892	0.9509320923016251
evm.TU.HiC_scaffold_92.14	-0.029226475064219003	0.911611020461896	-0.003712583193942931	0.9908329751066725	0.025513891870276074	0.9998215646025037
evm.TU.HiC_scaffold_60.4	-0.07611282123344629	0.8522858286528538	-0.02295511630935037	0.9616625970651295	0.05315770492409592	0.9998215646025037
evm.TU.HiC_scaffold_50.6	0.32956837568697067	0.04537575433095804	0.24461046380283824	0.12212976063558262	-0.08495791188413243	0.9955692417730739
evm.TU.HiC_scaffold_16.1	0.006681676682837208	0.9774795212334781	-0.040520655050997646	0.8399542761671315	-0.04720233173383485	0.9998215646025037
evm.TU.HiC_scaffold_73.1	-0.0813508058012464	NA	-0.21019948246011133	0.5827060393841574	-0.12884867665886496	NA
evm.TU.HiC_scaffold_104.6	-0.07316479262135818	0.7019011050362729	-0.08336386970286941	0.658986873550403	-0.010199077081511224	0.9998215646025037
evm.TU.HiC_scaffold_104.7	-0.1731386428281724	0.4271014239622077	-0.32453319307101597	0.06906972472615193	-0.15139455024284354	0.9509320923016251
evm.TU.HiC_scaffold_6949.1	-0.1047348628154639	NA	0.11257452336082219	0.8578585967985694	0.21730938617628606	NA
evm.TU.HiC_scaffold_6949.2	-0.2028929966616489	0.8975168276028113	-0.026020414716782275	0.9893438776230238	0.17687258194486663	0.9998215646025037
evm.TU.HiC_scaffold_51.2	-0.10420622208406673	0.6178056987280116	-0.13501907512028402	0.4924928345701487	-0.03081285303621729	0.9998215646025037
evm.TU.HiC_scaffold_51.3	-0.0561178145959685	0.8329245731327575	-0.09265049219108527	0.706022504190118	-0.036532677595116775	0.9998215646025037
evm.TU.HiC_scaffold_51.4	-0.4480708726431598	0.0856801208560132	-0.2297432410066615	0.4190231047833876	0.21832763163649832	0.9477045890993446
evm.TU.HiC_scaffold_18.3	0.06992098159772665	0.8307777109610941	0.17882916824124298	0.5220366544281604	0.10890818664351631	0.9981608990131571
evm.TU.HiC_scaffold_28.9	0.15509957103169722	0.5986624383947444	0.06764044671718872	0.8478428515346156	-0.0874591243145085	0.9998215646025037
evm.TU.HiC_scaffold_28.10	0.3630685021003435	0.09096647478600661	0.1652309918202483	0.49912513468991526	-0.19783751028009522	0.9345885017432589
evm.TU.HiC_scaffold_28.11	0.09010674184653115	0.703537246049143	0.1375133127832081	0.5289037500992086	0.047406570936676946	0.9998215646025037
evm.TU.HiC_scaffold_28.12	0.0011885224164562157	0.995523881059877	0.11730724261200806	0.2726382240236395	0.11611872019555185	0.8602926575397696
evm.TU.HiC_scaffold_28.13	-0.05460555847273511	0.5633882859244701	-0.017595309943219527	0.8813302474160071	0.03701024852951559	0.9974123552751328
evm.TU.HiC_scaffold_28.14	-0.31208908254285517	0.07047528216355209	-0.3641676094261473	0.017361805478412682	-0.05207852688329214	0.9998215646025037
evm.TU.HiC_scaffold_28.15	0.17296571587768494	0.18965131968887514	0.27672013860030836	0.014560381748606254	0.10375442272262343	0.9509320923016251
evm.TU.HiC_scaffold_41.1	0.07832267853485689	0.8106717617512248	0.14222900682485745	0.6344580244167773	0.06390632829000055	0.9998215646025037
evm.TU.HiC_scaffold_46.1	-0.25710652259779015	0.5137834978133502	0.07535213828543091	0.8831248352169541	0.33245866088322107	0.9193013936228768
evm.TU.HiC_scaffold_46.2	-0.1207014408201083	0.4385149155677995	-0.09224984944874319	0.5669357982801805	0.028451591371365107	0.9998215646025037
evm.TU.HiC_scaffold_46.3	0.3772313088065623	NA	0.4762133563101915	0.3828442391073649	0.09898204750362923	NA
evm.TU.HiC_scaffold_98.1	0.2051856310192108	0.16292174112458396	0.06973302469711795	0.701103491617423	-0.13545260632209283	0.9279552268092298
evm.TU.HiC_scaffold_76.1	-0.07534237460501922	0.6665785903879191	-0.14231903890446304	0.3411440744655224	-0.06697666429944382	0.9974123552751328
evm.TU.HiC_scaffold_103.5	-0.03213996714436763	0.9205514175717767	0.07432468220197876	0.8013831197984627	0.10646464934634639	0.9955692417730739
evm.TU.HiC_scaffold_45.2	-0.1477358736636026	0.40076672499004107	-0.14742198181345662	0.38717952873076067	3.1389185014599685e-4	0.9998215646025037
evm.TU.HiC_scaffold_87.1	-0.06076461482374514	0.7388416347207367	-0.05338281057908951	0.7801780349541221	0.007381804244655633	0.9998215646025037
evm.TU.HiC_scaffold_99.2	-0.39102486349797994	0.3753999344232658	-0.7272395571717507	0.044290826738645275	-0.33621469367377077	0.9467892266264848
evm.TU.HiC_scaffold_67.1	-0.23552569137958962	0.01661558573511249	-0.14525813087440995	0.13318249837575916	0.09026756050517967	0.9356260676124922
evm.TU.HiC_scaffold_67.2	-0.4032080730504653	0.5019207752149764	-1.2561048806062527	0.005149323381692605	-0.8528968075557872	0.6011147613626441
evm.TU.HiC_scaffold_67.3	0.4372418598229014	0.2085800097986881	0.2272701138101297	0.554398080030231	-0.20997174601277166	NA
evm.TU.HiC_scaffold_76.2	-0.34850610365855034	0.1304949645187199	-0.14888982173682802	0.5800415138574454	0.19961628192172226	0.9426585928777035
evm.TU.HiC_scaffold_16.2	-0.39845939755533405	0.7388988930578585	0.3873061816049625	0.7509053141927063	0.7857655791602965	0.9467892266264848
evm.TU.HiC_scaffold_85.1	0.7594719997753873	0.3431379245759711	1.58985462874388	0.017219239919003433	0.8303826289684926	NA
evm.TU.HiC_scaffold_85.2	0.1455714662621233	0.5574439474895666	0.1874316870717558	0.41065858341503264	0.041860220809632503	0.9998215646025037
evm.TU.HiC_scaffold_85.4	-0.16142193218960793	0.6485869020461476	-0.3393574021972283	0.24446136992795775	-0.17793547000762036	0.9833902264534119
evm.TU.HiC_scaffold_79.3	0.09274316434967451	0.7102359124004242	-0.06256337283868972	0.8211893476768618	-0.15530653718836424	0.9509320923016251
evm.TU.HiC_scaffold_91.3	-0.09123124144967	0.46547462071121914	-0.1648791649277851	0.11229256122278485	-0.0736479234781151	0.9720234133822463
evm.TU.HiC_scaffold_92.15	0.17177343549494056	0.20411710050881327	0.16461285466850203	0.2033315918022377	-0.007160580826438528	0.9998215646025037
evm.TU.HiC_scaffold_92.16	-0.029763359780185232	0.8177206459603592	-0.09396716111276988	0.3532589533052317	-0.06420380133258465	0.9720234133822463
evm.TU.HiC_scaffold_5.1	0.054944472394611636	0.7537209224158801	0.005968253905038127	0.9793605950338055	-0.0489762184895735	0.9998215646025037
evm.TU.HiC_scaffold_5.2	0.04831767179788286	0.8799092584324433	0.12372573152353619	0.6514518764275654	0.07540805972565331	0.9998215646025037
evm.TU.HiC_scaffold_5.3	0.11149741196223091	0.6231823277817198	0.1020853653616773	0.6599813650189755	-0.009412046600553623	0.9998215646025037
evm.TU.HiC_scaffold_5.4	0.13496781755754722	0.5460934152165514	0.23357737094019973	0.2218224990135913	0.09860955338265252	0.9955026998753188
evm.TU.HiC_scaffold_23.2	-0.41593082297917267	0.2594025483797493	-0.20449986126852793	0.6339525931111301	0.21143096171064477	0.9849661576214362
evm.TU.HiC_scaffold_66.2	0.5060421013921851	0.24089964522398422	0.4336039134687863	0.3125119256427256	-0.07243818792339875	0.9998215646025037
evm.TU.HiC_scaffold_52.1	-0.14422619870067976	0.6804273602292717	-0.2608201840110352	0.39258070152723906	-0.11659398531035543	0.9981608990131571
evm.TU.HiC_scaffold_96.1	0.001110332972170217	0.995667307353578	0.034833899499778144	0.8031815293597555	0.033723566527607926	0.9998215646025037
evm.TU.HiC_scaffold_96.2	-0.07299759655382249	0.8178600614167058	-0.14691048264866777	0.5962987115654375	-0.0739128860948453	0.9998215646025037
evm.TU.HiC_scaffold_96.3	0.059978136757756484	0.7635172174896213	0.0742501775222752	0.7023774576519151	0.01427204076451871	0.9998215646025037
evm.TU.HiC_scaffold_96.4	0.18949371825411349	0.08772979456077594	0.037946458497520395	0.801961435255298	-0.15154725975659308	0.7517186369691646
evm.TU.HiC_scaffold_96.5	0.27786924419127995	0.01890731630805752	0.07910777749366209	0.5723738049153692	-0.19876146669761785	0.6011147613626441
evm.TU.HiC_scaffold_96.6	-0.1740709177719702	0.45384308324810463	0.1562546221598631	0.5176025056692076	0.33032553993183333	0.6344259189083037
evm.TU.HiC_scaffold_96.7	0.05195222390385637	0.8585532961449508	0.31352226379521636	0.12367376596420697	0.26157003989136	0.8369781263110664
evm.TU.HiC_scaffold_90.7	0.08337624532560278	0.6656084822248928	0.08609589779990026	0.6543742978499454	0.002719652474297483	0.9998215646025037
evm.TU.HiC_scaffold_58.3	-0.26278682709168266	0.06880523877720435	-0.3858615306438934	0.0018801797811246713	-0.12307470355221076	0.945415481742557
evm.TU.HiC_scaffold_68.1	0.29853454545510916	0.2995059126561826	0.2725645057032556	0.3374661695472117	-0.025970039751853597	0.9998215646025037
evm.TU.HiC_scaffold_76.5	0.2668502715190316	0.4733843835294121	0.2432069021010484	0.5153137283850968	-0.023643369417983243	0.9998215646025037
evm.TU.HiC_scaffold_79.4	-0.003953118109320715	0.9873475045760889	-0.0022949644397267	0.9921075477918878	0.0016581536695940149	0.9998215646025037
evm.TU.HiC_scaffold_79.5	0.5317340031131002	0.013095549453591145	0.4251400668467492	0.027441202776864373	-0.10659393626635087	0.9974123552751328
evm.TU.HiC_scaffold_70.2	0.037119126548452265	0.8106717617512248	0.021810193336690164	0.8996020407792205	-0.015308933211762101	0.9998215646025037
evm.TU.HiC_scaffold_3.1	-0.055085446659953505	0.7536529577896073	0.03297036910928036	0.8689867428018915	0.08805581576923385	0.9784568233418413
evm.TU.HiC_scaffold_3.2	-0.2264243416132041	0.09096647478600661	-0.15886508437765628	0.24499004889270504	0.06755925723554783	0.9955685432358485
evm.TU.HiC_scaffold_3.3	-0.08982724699148431	0.814744516253098	0.10610589262161138	0.78697935769165	0.1959331396130957	0.9720234133822463
evm.TU.HiC_scaffold_3.4	0.2561074216739633	0.08700164661777751	0.24326875038554532	0.08127128219130407	-0.012838671288417931	0.9998215646025037
evm.TU.HiC_scaffold_3.5	0.01295699854884131	0.9570564067608482	-0.05022874132178315	0.8157171791980466	-0.06318573987062445	0.9981608990131571
evm.TU.HiC_scaffold_3.6	0.18431328737753777	0.3084404356492365	0.13956686650754613	0.45993435668646176	-0.04474642086999165	0.9998215646025037
evm.TU.HiC_scaffold_3.8	0.04211300501664263	0.8622514676615166	-0.008209586084542472	0.977886939824317	-0.05032259110118509	0.9998215646025037
evm.TU.HiC_scaffold_98.2	-0.10010335326801212	0.5531803800316456	-0.126415151252019	0.4200711245064242	-0.02631179798400687	0.9998215646025037
evm.TU.HiC_scaffold_11.2	0.04413623793563497	0.7030971852214678	-0.07007648403796818	0.5070279519040106	-0.11421272197360315	0.8369781263110664
evm.TU.HiC_scaffold_11.4	-0.3823012708874918	0.2578042974749867	-0.286193777304465	0.4127113167364705	0.09610749358302681	0.9998215646025037
evm.TU.HiC_scaffold_11.6	0.10197407774182282	0.7395391317710721	0.2662399599127176	0.28699532215932516	0.16426588217089477	0.9727206646093777
evm.TU.HiC_scaffold_84.1	-7.082759074148501e-4	0.9983958159376007	0.06938432786454085	0.7430506816211732	0.0700926037719557	0.9981608990131571
evm.TU.HiC_scaffold_94.1	-0.248070122978949	0.5058805936227225	-0.1388829405412214	0.7406491483921518	0.10918718243772761	0.9998215646025037
evm.TU.HiC_scaffold_94.2	0.14863771817565374	0.360561292750262	0.16316349798684077	0.2890564345255441	0.014525779811187016	0.9998215646025037
evm.TU.HiC_scaffold_16.3	-0.2064282370019931	0.18043775857755048	-0.18440174288491334	0.22115112989666427	0.022026494117079725	0.9998215646025037
evm.TU.HiC_scaffold_46.4	0.2204898644280933	0.5920486674997272	0.4267955304919531	0.2128887534212944	0.20630566606385978	0.9850977466508324
evm.TU.HiC_scaffold_46.6	0.17833472499737207	0.4803877699123709	0.018748668808143625	0.9572125819470968	-0.15958605618922844	0.9672261798764114
evm.TU.HiC_scaffold_46.7	-0.49589702636642474	0.566988220544402	-0.2983644912570189	0.7562035849989276	0.19753253510940583	0.9998215646025037
evm.TU.HiC_scaffold_46.8	0.056796905760928995	0.8340119164300569	0.007665008701932111	0.9821772333278863	-0.04913189705899688	0.9998215646025037
evm.TU.HiC_scaffold_16.4	0.3507437505360864	0.2670154844919949	0.36082471331153043	0.23131530808790085	0.010080962775443956	0.9998215646025037
evm.TU.HiC_scaffold_16.5	-0.032371473192245766	0.7921129369310589	-0.030036541083018294	0.8171161918683558	0.002334932109227473	0.9998215646025037
