Module	Section	Sample Name	Source
FastQC	all_sections	Tank_15_Crab_2_R2	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_15_Crab_2_R2_fastqc.zip
FastQC	all_sections	Tank_15_Crab_3_R1	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_15_Crab_3_R1_fastqc.zip
FastQC	all_sections	Tank_15_Crab_3_R2	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_15_Crab_3_R2_fastqc.zip
FastQC	all_sections	Tank_16_Crab_2_R1	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_16_Crab_2_R1_fastqc.zip
FastQC	all_sections	Tank_16_Crab_4_R1	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_16_Crab_4_R1_fastqc.zip
FastQC	all_sections	Tank_16_Crab_2_R2	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_16_Crab_2_R2_fastqc.zip
FastQC	all_sections	Tank_16_Crab_4_R2	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_16_Crab_4_R2_fastqc.zip
FastQC	all_sections	Tank_16_Crab_1_R1	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_16_Crab_1_R1_fastqc.zip
FastQC	all_sections	Tank_16_Crab_1_R2	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_16_Crab_1_R2_fastqc.zip
FastQC	all_sections	Tank_18_Crab_1_R1	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_18_Crab_1_R1_fastqc.zip
FastQC	all_sections	Tank_18_Crab_1_R2	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_18_Crab_1_R2_fastqc.zip
FastQC	all_sections	Tank_18_Crab_2_R1	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_18_Crab_2_R1_fastqc.zip
FastQC	all_sections	Tank_18_Crab_2_R2	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_18_Crab_2_R2_fastqc.zip
FastQC	all_sections	Tank_1_Crab_1_R1	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_1_Crab_1_R1_fastqc.zip
FastQC	all_sections	Tank_1_Crab_1_R2	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_1_Crab_1_R2_fastqc.zip
FastQC	all_sections	Tank_1_Crab_2_R1	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_1_Crab_2_R1_fastqc.zip
FastQC	all_sections	Tank_1_Crab_2_R2	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_1_Crab_2_R2_fastqc.zip
FastQC	all_sections	Tank_18_Crab_3_R1	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_18_Crab_3_R1_fastqc.zip
FastQC	all_sections	Tank_18_Crab_3_R2	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_18_Crab_3_R2_fastqc.zip
FastQC	all_sections	Tank_1_Crab_3_R1	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_1_Crab_3_R1_fastqc.zip
FastQC	all_sections	Tank_1_Crab_3_R2	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_1_Crab_3_R2_fastqc.zip
FastQC	all_sections	Tank_20_Crab_1_R1	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_20_Crab_1_R1_fastqc.zip
FastQC	all_sections	Tank_20_Crab_1_R2	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_20_Crab_1_R2_fastqc.zip
FastQC	all_sections	Tank_20_Crab_3_R1	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_20_Crab_3_R1_fastqc.zip
FastQC	all_sections	Tank_20_Crab_3_R2	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_20_Crab_3_R2_fastqc.zip
FastQC	all_sections	Tank_2_Crab_1_R1	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_2_Crab_1_R1_fastqc.zip
FastQC	all_sections	Tank_2_Crab_1_R2	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_2_Crab_1_R2_fastqc.zip
FastQC	all_sections	Tank_20_Crab_2_R1	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_20_Crab_2_R1_fastqc.zip
FastQC	all_sections	Tank_20_Crab_2_R2	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_20_Crab_2_R2_fastqc.zip
FastQC	all_sections	Tank_2_Crab_3_R1	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_2_Crab_3_R1_fastqc.zip
FastQC	all_sections	Tank_2_Crab_3_R2	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_2_Crab_3_R2_fastqc.zip
FastQC	all_sections	Tank_2_Crab_2_R1	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_2_Crab_2_R1_fastqc.zip
FastQC	all_sections	Tank_2_Crab_2_R2	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_2_Crab_2_R2_fastqc.zip
FastQC	all_sections	Tank_3_Crab_1_R1	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_3_Crab_1_R1_fastqc.zip
FastQC	all_sections	Tank_3_Crab_1_R2	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_3_Crab_1_R2_fastqc.zip
FastQC	all_sections	Tank_3_Crab_2_R1	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_3_Crab_2_R1_fastqc.zip
FastQC	all_sections	Tank_3_Crab_2_R2	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_3_Crab_2_R2_fastqc.zip
FastQC	all_sections	Tank_3_Crab_3_R1	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_3_Crab_3_R1_fastqc.zip
FastQC	all_sections	Tank_3_Crab_3_R2	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_3_Crab_3_R2_fastqc.zip
FastQC	all_sections	Tank_4_Crab_1_R1	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_4_Crab_1_R1_fastqc.zip
FastQC	all_sections	Tank_4_Crab_1_R2	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_4_Crab_1_R2_fastqc.zip
FastQC	all_sections	Tank_4_Crab_2_R1	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_4_Crab_2_R1_fastqc.zip
FastQC	all_sections	Tank_4_Crab_2_R2	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_4_Crab_2_R2_fastqc.zip
FastQC	all_sections	Tank_4_Crab_3_R1	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_4_Crab_3_R1_fastqc.zip
FastQC	all_sections	Tank_4_Crab_3_R2	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_4_Crab_3_R2_fastqc.zip
FastQC	all_sections	Tank_5_Crab_2_R1	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_5_Crab_2_R1_fastqc.zip
FastQC	all_sections	Tank_5_Crab_1_R1	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_5_Crab_1_R1_fastqc.zip
FastQC	all_sections	Tank_5_Crab_1_R2	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_5_Crab_1_R2_fastqc.zip
FastQC	all_sections	Tank_5_Crab_2_R2	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_5_Crab_2_R2_fastqc.zip
FastQC	all_sections	Tank_5_Crab_3_R1	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_5_Crab_3_R1_fastqc.zip
FastQC	all_sections	Tank_5_Crab_3_R2	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_5_Crab_3_R2_fastqc.zip
FastQC	all_sections	Tank_7_Crab_1_R1	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_7_Crab_1_R1_fastqc.zip
FastQC	all_sections	Tank_7_Crab_1_R2	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_7_Crab_1_R2_fastqc.zip
FastQC	all_sections	Tank_7_Crab_3_R1	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_7_Crab_3_R1_fastqc.zip
FastQC	all_sections	Tank_7_Crab_3_R2	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_7_Crab_3_R2_fastqc.zip
FastQC	all_sections	Tank_7_Crab_4_R1	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_7_Crab_4_R1_fastqc.zip
FastQC	all_sections	Tank_7_Crab_4_R2	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_7_Crab_4_R2_fastqc.zip
FastQC	all_sections	Tank_9_Crab_2_R1	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_9_Crab_2_R1_fastqc.zip
FastQC	all_sections	Tank_9_Crab_2_R2	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_9_Crab_2_R2_fastqc.zip
FastQC	all_sections	Tank_9_Crab_1_R1	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_9_Crab_1_R1_fastqc.zip
FastQC	all_sections	Tank_9_Crab_1_R2	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_9_Crab_1_R2_fastqc.zip
FastQC	all_sections	Tank_9_Crab_4_R1	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_9_Crab_4_R1_fastqc.zip
FastQC	all_sections	Tank_9_Crab_4_R2	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_9_Crab_4_R2_fastqc.zip
FastQC	all_sections	Tank_9_Crab_3_R1	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_9_Crab_3_R1_fastqc.zip
FastQC	all_sections	Tank_9_Crab_3_R2	/home/lspencer/2022-redking-OA/fastqc/concat/Tank_9_Crab_3_R2_fastqc.zip
