Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Acute Phase Response Signaling	0.00E+00	1.732050808	4.17E-01	"A2M,ECSIT,ITIH3,KLKB1,MAP2K4,MRAS,NFKB1,PDPK1,PIK3CA,PLG,RASD2,SOCS7,SOD2,SOS1,TAB1"
Acyl-CoA Hydrolysis	0.00E+00		5.00E-01	"ACOT4,PPT1"
Adenosine Nucleotides Degradation II	0.00E+00		5.00E-01	"ADA,ADA2,ADARB2,PNP"
Adipogenesis pathway	0.00E+00		4.55E-01	"ARNTL,CCNH,CDK7,CLOCK,EBF1,ERCC2,EZH2,FGFR3,FZD8,GTF2H3,HDAC2,HDAC6,HDAC7,HIF1A,KAT6B,LPIN1,NR1D1,NR2F2,PPIP5K1,RBBP7,RPS6KB1,SIN3B,SMAD1,SMAD9,SREBF1"
Adrenomedullin signaling pathway	0.00E+00	-2.921186973	4.12E-01	"ADCY1,ADCY9,CALCRL,CALM1 (includes others),CSK,CTH,GNA11,GSK3B,GUCY1A1,GUCY2C,GUCY2D,GUCY2F,Gucy2g,HIF1A,KCNN2,MAP2K4,MRAS,NFKB1,NPR1,PIK3C2B,PIK3CA,PLCB1,PLCB4,PLCD3,PLCL2,PRKAG1,PRKAR1A,PRKAR2A,RASD2,RXRA,SHC2,SOS1,TTN"
Agranulocyte Adhesion and Diapedesis	0.00E+00		3.75E-01	"ACTG1,EZR,ITGB1,MYH10,MYH11,MYL1,MYL9,MYO18A,MYO1H"
Agrin Interactions at Neuromuscular Junction	0.00E+00	0.377964473	3.57E-01	"ACTG1,AGRN,EGFR,ITGB1,LAMC1,MAP2K4,MRAS,PAK1,RASD2,UTRN"
Airway Pathology in Chronic Obstructive Pulmonary Disease	0.00E+00		4.00E-01	"APOD,FGF20"
Aldosterone Signaling in Epithelial Cells	0.00E+00	-1	3.68E-01	"CRYAB,DNAJB9,DNAJC11,DNAJC12,DNAJC13,DNAJC14,DNAJC19,DNAJC2,DNAJC7,HSP90B1,HSPA12A,HSPA12B,HSPA4,HSPD1,KCNMA1,ODF1,PDPK1,PIK3C2B,PIK3CA,PIP4K2A,PLCB1,PLCB4,PLCD3,PLCL2,Sacs,SACS,SOS1,TRAP1"
All-trans-decaprenyl Diphosphate Biosynthesis	0.00E+00		5.00E-01	PDSS2
Amyloid Processing	0.00E+00		3.75E-01	"APP,BACE1,CAPN2,CSNK2B,GSK3B,MARK1,PRKAG1,PRKAR1A,PRKAR2A"
Angiopoietin Signaling	0.00E+00	0.707106781	3.55E-01	"ANGPT1,ANGPT4,MRAS,NFKB1,PAK1,PIK3C2B,PIK3CA,RASD2,SOS1,STAT5A,TIE1"
Antioxidant Action of Vitamin C	0.00E+00	1.666666667	4.71E-01	"GSTO1,MAP2K4,NFKB1,PLAAT4,PLCB1,PLCB4,PLCD3,PLCL2,PLD1,PRDX6,SELENOT,SLC23A1,SLC2A1,SLC2A8,STAT5A,TXNRD3"
Antiproliferative Role of Somatostatin Receptor 2	0.00E+00	0.447213595	4.00E-01	"CDKN1B,CTH,GNB5,GUCY1A1,GUCY2C,GUCY2D,GUCY2F,Gucy2g,MRAS,NOS1,NPR1,PIK3C2B,PIK3CA,RASD2"
Apelin Adipocyte Signaling Pathway	0.00E+00	1.414213562	5.14E-01	"ADCY1,ADCY9,CAT,GNA11,GPX1,GPX2,GPX4,GPX7,GSTK1,GSTT1,GUCY1A1,HIF1A,MGST3,NCF2,PRDX6,PRKAB2,PRKAG1,PRKAR1A,PRKAR2A"
Apelin Cardiac Fibroblast Signaling Pathway	0.00E+00		5.00E-01	"PRKAB2,PRKAG1"
Apelin Cardiomyocyte Signaling Pathway	0.00E+00	0	3.59E-01	"ATP2A1,CAT,GNA11,HIF1A,MYL1,MYL9,PIK3C2B,PIK3CA,PLCB1,PLCB4,PLCD3,PLCL2,SLC8A1,SLC8A2"
Apelin Endothelial Signaling Pathway	0.00E+00	-0.727606875	3.92E-01	"ADCY1,ADCY9,ANGPT1,CALM1 (includes others),GNA11,GNB5,GUCY1A1,HIF1A,MAP2K4,MEF2C,MRAS,NFKB1,PIK3C2B,PIK3CA,PLCB1,PLCB4,PRKAB2,PRKAG1,RASD2,RPS6KB1"
Apelin Muscle Signaling Pathway	0.00E+00		3.85E-01	"GNA11,GNB5,MRAS,PRKAB2,PRKAG1"
Apelin Pancreas Signaling Pathway	0.00E+00	0.333333333	4.50E-01	"EIF2AK3,MAP2K4,NFKB1,PIK3C2B,PIK3CA,PRKAB2,PRKAG1,PRKAR1A,PRKAR2A"
Apoptosis Signaling	0.00E+00	0.832050294	3.95E-01	"ACIN1,AIFM1,BIRC6,CAPN2,CASP10,CASP2,CDK1,CYC1,ENDOG,MAP2K4,MRAS,NFKB1,PARP1,RASD2,SPTAN1"
April Mediated Signaling	0.00E+00		2.00E-01	"MAP2K4,NFKB1"
Atherosclerosis Signaling	0.00E+00		4.29E-01	"APOD,COL11A2,COL2A1,NFKB1,PLAAT4,PRDX6"
Autoimmune Thyroid Disease Signaling	0.00E+00		3.33E-01	TPO
Autophagy	0.00E+00	-1.333333333	4.74E-01	"ATG101,ATG14,BIRC6,CALM1 (includes others),CDKN1B,EIF2A,EIF2AK3,EPG5,GSK3B,HIF1A,MAP1LC3A,MAP2K4,MLST8,NFKB1,PI4K2A,PIK3C2B,PIK3CA,PPP2CA,PPP2R1A,PPP2R2A,PPP2R3A,PPP2R5E,PRKAB2,PRKAG1,PRKAR1A,PRKAR2A,PTEN,PTPA,RAB7A,SLC7A5,STK11,TBK1,TSC2,VPS33A,VPS41,WIPI2"
Axonal Guidance Signaling	0.00E+00		4.32E-01	"ACE,ACTR2,ADAM10,ADAM15,ADAMTS6,ARPC1B,ARPC2,ARPC3,ARPC4,CHMP1A,COPS5,DOCK1,ECE2,EIF3F,EIF3H,EPHB1,FARP2,FZD8,GLI2,GNA11,GNB5,GSK3B,HERC2,ITGAV,ITGB1,ITSN1,KCNJ12,MRAS,MYL1,MYL9,PAK1,PIK3C2B,PIK3CA,PLCB1,PLCB4,PLCD3,PLCL2,PLXNA2,PLXNB1,PMPCA,PMPCB,PRKAG1,PRKAR1A,PRKAR2A,PSMD14,PTCH1,RASD2,ROBO1,ROBO2,SDCBP,SEMA6B,SEMA6C,SEMA6D,SLIT2,SLIT3,SOS1,SUFU,TUBA1A,TUBA1B,TUBA1C,TUBA3C/TUBA3D,TUBA3E,TUBA4A,TUBB2B,TUBB4A,TUBG1,WAS,WNT4,WNT5B,WNT9A"
B Cell Activating Factor Signaling	0.00E+00		2.00E-01	"MAP2K4,NFKB1"
B Cell Receptor Signaling	0.00E+00	0	3.33E-01	"CALM1 (includes others),CAMK2D,CD22,CSK,EBF1,ETS1,GSK3B,INPP5F,MAP2K4,MAP3K10,MAP3K12,MEF2C,MRAS,NFKB1,OCRL,PDPK1,PIK3C2B,PIK3CA,PTEN,RASD2,RPS6KB1,SOS1"
BER (Base Excision Repair) Pathway	0.00E+00	1.732050808	4.14E-01	"APEX1,FEN1,LIG1,MAP2K4,MPG,PARP1,PCNA,PNKP,RFC2,RFC3,RPA1,TDG"
BMP signaling pathway	0.00E+00	-1.264911064	3.55E-01	"MAP2K4,MRAS,NFKB1,PRKAG1,PRKAR1A,PRKAR2A,RASD2,SMAD1,SMAD9,SOS1,TAB1"
Basal Cell Carcinoma Signaling	0.00E+00	-1	4.17E-01	"APC,FZD8,GLI2,GSK3B,PTCH1,SUFU,TCF7L1,WNT4,WNT5B,WNT9A"
"Bile Acid Biosynthesis, Neutral Pathway"	0.00E+00		5.00E-01	"BAAT,CYP27A1,SCP2"
Biotin-carboxyl Carrier Protein Assembly	0.00E+00		5.00E-01	ACACA
Bladder Cancer Signaling	0.00E+00		4.29E-01	"E2F2,EGFR,FGF20,FGFR3,HDAC2,HDAC6,HDAC7,MRAS,PA2G4,RASD2,RASSF1,RBL2"
Breast Cancer Regulation by Stathmin1	0.00E+00	-2.888741523	4.03E-01	"ADGRD1,ADGRL1,ARHGEF1,AURKB,AVPR1A,CALCRL,CAMK2D,CCKAR,CDK1,CDKN1B,CRHR2,E2F2,FSHR,FZD8,GABBR1,GABBR2,GNB5,GPR84,GRM4,GRM6,HIF1A,LGR5,LHCGR,MRAS,NFKB1,NPY5R,OXTR,PAK1,PIK3C2B,PIK3CA,PLCB1,PLCB4,PPP1CA,PPP1CC,PPP2CA,PPP2R1A,PPP2R2A,PPP2R3A,PPP2R5E,PRKAG1,PRKAR1A,PRKAR2A,PTPA,RASD2,RLIM,RPS6KB1,RXFP1,RXFP2,SHC2,SOS1,TRHR,TUBA1A,TUBA1B,TUBA1C,TUBA3C/TUBA3D,TUBA3E,TUBA4A,TUBB2B,TUBB4A,TUBG1"
Bupropion Degradation	0.00E+00		3.75E-01	"CYP2U1,CYP3A5,CYP4B1"
CCR3 Signaling in Eosinophils	0.00E+00	0	2.33E-01	"CALM1 (includes others),GNA11,GNB5,MRAS,PAK1,PIK3C2B,PIK3CA,PLCB1,PLCB4,RASD2"
CCR5 Signaling in Macrophages	0.00E+00		4.00E-01	"CACNA1A,CACNA1B,CACNA1G,CACNA2D1,CACNA2D4,CALM1 (includes others),GNA11,GNB5,MAP2K4,MRAS"
CD27 Signaling in Lymphocytes	0.00E+00	-2	2.63E-01	"CYC1,MAP2K4,MAP3K10,MAP3K12,NFKB1"
CD28 Signaling in T Helper Cells	0.00E+00	2.138089935	3.59E-01	"ACTR2,ARPC1B,ARPC2,ARPC3,ARPC4,CALM1 (includes others),CSK,MAP2K4,NFKB1,PAK1,PDPK1,PIK3C2B,PIK3CA,WAS"
CD40 Signaling	0.00E+00	-1	1.90E-01	"MAP2K4,NFKB1,PIK3C2B,PIK3CA"
CDC42 Signaling	0.00E+00	1.5	4.67E-01	"ACTR2,APC,ARPC1B,ARPC2,ARPC3,ARPC4,CDC42BPA,CLIP1,EXOC3,EXOC7,EXOC8,GSK3B,IQGAP1,ITGAV,ITGB1,MAP2K4,MYL1,MYL9,PAK1,PARD3,WAS"
CDK5 Signaling	0.00E+00	0.242535625	4.38E-01	"ADCY1,ADCY9,CACNA1A,GUCY1A1,ITGB1,LAMA1,LAMA5,LAMC1,MRAS,PPP1CA,PPP1CC,PPP2CA,PPP2R1A,PPP2R2A,PPP2R3A,PPP2R5E,PRKAG1,PRKAR1A,PRKAR2A,PTPA,RASD2"
CLEAR Signaling Pathway	0.00E+00	0.662266179	5.09E-01	"ATP6V1B1,ATP6V1D,ATP6V1E1,ATP6V1F,ATP6V1G2,ATP6V1H,CLCN7,CTSA,CTSF,EGFR,EIF2AK3,EP300,FGFR3,GAA,GBA,GLB1,GNS,GSK3B,GUSB,HEXB,HIF1A,IGF1R,KCNIP3,KDR,MLST8,MRAS,NAGLU,NPRL2,NPRL3,PDGFRB,PLBD2,PPP2CA,PPP2R1A,PPP2R2A,PPP2R3A,PPP2R5E,PRKAB2,PRKAG1,PRKN,PSAP,PTPA,RAB7A,RASD2,RRAGA,RXRA,SEC13,SESN2,STK11,SUMF1,TGFBR1,TLR3,TSC2,VPS33A,VPS35,WDR59,YWHAB,YWHAE"
CNTF Signaling	0.00E+00	0.447213595	2.86E-01	"MRAS,PIK3C2B,PIK3CA,RASD2,RPS6KB1,SOS1"
CREB Signaling in Neurons	0.00E+00	-5.077367528	4.55E-01	"ADCY1,ADCY9,ADGRD1,ADGRL1,AVPR1A,CACNA1A,CACNA1B,CACNA1G,CACNA2D1,CACNA2D4,CALCRL,CALM1 (includes others),CAMK2D,CCKAR,CRHR2,EGFR,EP300,FGFR3,FSHR,FZD8,GABBR1,GABBR2,GNA11,GNB5,GPR84,GRIA1,GRIA3,GRIA4,GRID1,GRID2,GRIK1,GRIK2,GRIK3,GRIK4,GRIK5,GRIN1,GRIN2C,GRIN2D,GRM4,GRM6,GUCY1A1,IGF1R,KDR,LGR5,LHCGR,MRAS,NPY5R,OXTR,PDGFRB,PIK3C2B,PIK3CA,PLCB1,PLCB4,PLCD3,PLCL2,POLR2A,POLR2B,POLR2C,POLR2D,POLR2E,POLR2H,POLR2I,POLR2J,POLR2L,PRKAG1,PRKAR1A,PRKAR2A,RASD2,RXFP1,RXFP2,SHC2,SOS1,TBP,TGFBR1,TRHR"
CSDE1 Signaling Pathway	0.00E+00	1.264911064	4.76E-01	"CDK11A,CNOT6,DDX6,EDC3,EDC4,PTEN,PUM1,RPL9,SNAI1,TNC"
CTLA4 Signaling in Cytotoxic T Lymphocytes	0.00E+00		4.29E-01	"AP1G1,AP1S1,AP2A1,AP2M1,PIK3C2B,PIK3CA,PPP2CA,PPP2R1A,PPP2R2A,PPP2R3A,PPP2R5E,PTPA"
CXCR4 Signaling	0.00E+00	0.832050294	3.22E-01	"ADCY1,ADCY9,Cdc42,DOCK1,GNA11,GNB5,GUCY1A1,MAP2K4,MRAS,MYL1,MYL9,PAK1,PIK3C2B,PIK3CA,PLCB1,PLCB4,RASD2,RHOBTB2,RHOC"
Calcium-induced T Lymphocyte Apoptosis	0.00E+00	-0.447213595	4.38E-01	"ATP2A1,CABIN1,CALM1 (includes others),CAPN2,EP300,HDAC2,NR4A1"
Cardiac Hypertrophy Signaling	0.00E+00	-0.89802651	4.32E-01	"ADCY1,ADCY9,CACNA1A,CACNA1B,CACNA2D1,CACNA2D4,Cacnb1,CALM1 (includes others),Cdc42,EIF2B1,EP300,GATA4,GNA11,GNB5,GSK3B,GUCY1A1,HAND2,IGF1R,MAP2K4,MAP3K10,MAP3K12,MEF2C,MRAS,MYL1,MYL9,PIK3C2B,PIK3CA,PLCB1,PLCB4,PLCD3,PLCL2,PRKAG1,PRKAR1A,PRKAR2A,RASD2,RHOBTB2,RHOC,RPS6KB1,SOS1,TAB1,TGFBR1"
Cardiac Hypertrophy Signaling (Enhanced)	0.00E+00	-2.473589309	4.17E-01	"ACE,ACVR1,ADCY1,ADCY9,APEX1,ATP2A1,CACNA1A,CACNA1B,CACNA2D1,CACNA2D4,Cacnb1,CALM1 (includes others),CAMK2D,EIF2B1,EP300,FGF20,FGFR3,FZD8,GATA4,GNA11,GNB5,GSK3B,GUCY1A1,HAND2,HDAC2,HDAC6,HDAC7,IGF1R,INPP5F,ITGAV,ITGB1,MAP2K4,MAP3K10,MAP3K12,MEF2C,MKNK2,MRAS,NFKB1,NPR1,PDE10A,PDE12,PDE2A,PDE3A,PDE4A,PDE4D,PDE9A,PDK1,PIK3C2B,PIK3CA,PKN1,PLCB1,PLCB4,PLCD3,PLCL2,PRKAG1,PRKAR1A,PRKAR2A,PTEN,RASD2,RPS6,RPS6KB1,RYR1,RYR3,TGFBR1,TSC2,WNT4,WNT5B,WNT9A"
Cardiac β-adrenergic Signaling	0.00E+00	-1.04257207	5.00E-01	"ADCY1,ADCY9,AKAP1,APEX1,ATP2A1,CACNA1A,CACNA1B,CACNA2D1,CACNA2D4,Cacnb1,GNA11,GNB5,GRK3,GUCY1A1,MRAS,PDE10A,PDE12,PDE2A,PDE3A,PDE4A,PDE4D,PDE9A,PPP1CA,PPP1CC,PPP2CA,PPP2R1A,PPP2R2A,PPP2R3A,PPP2R5E,PRKAG1,PRKAR1A,PRKAR2A,PTPA,SLC8A1,SLC8A2"
Cardiomyocyte Differentiation via BMP Receptors	0.00E+00		4.00E-01	"GATA4,MEF2C,SMAD1,SMAD9"
Cellular Effects of Sildenafil (Viagra)	0.00E+00		5.00E-01	"ACTG1,ADCY1,ADCY9,CACNA1A,CACNA1B,CACNA2D1,CACNA2D4,Cacnb1,CALM1 (includes others),GUCY1A1,GUCY2C,GUCY2D,GUCY2F,KCNN2,MYH10,MYH11,MYL1,MYL9,MYO18A,MYO1H,NPR1,PDE2A,PDE3A,PDE4A,PDE4D,PLCB1,PLCB4,PLCD3,PLCL2,PRKAG1,PRKAR1A,PRKAR2A"
Ceramide Signaling	0.00E+00	-0.577350269	4.12E-01	"CERK,KSR1,MAP2K4,MRAS,NFKB1,PIK3C2B,PIK3CA,PPP2CA,PPP2R1A,PPP2R2A,PPP2R3A,PPP2R5E,PTPA,RASD2"
Chemokine Signaling	0.00E+00	-0.447213595	2.61E-01	"CALM1 (includes others),CAMK2D,MRAS,PLCB1,PLCB4,RASD2"
Cholecystokinin/Gastrin-mediated Signaling	0.00E+00	-1.414213562	2.97E-01	"Cdc42,EGFR,MAP2K4,MEF2C,MRAS,PLCB1,PLCB4,RASD2,RHOBTB2,RHOC,SOS1"
Choline Degradation I	0.00E+00		5.00E-01	CHDH
Chronic Myeloid Leukemia Signaling	0.00E+00		3.75E-01	"CDKN1B,E2F2,HDAC2,HDAC6,HDAC7,MRAS,NFKB1,PA2G4,PIK3C2B,PIK3CA,RASD2,RBL2,SOS1,STAT5A,TGFBR1"
Circadian Rhythm Signaling	0.00E+00		4.81E-01	"ADCY1,ADCY9,ARNTL,BLK,CACNA1A,CACNA1B,CACNA1G,CACNA2D1,CACNA2D4,Cacnb1,CAMK2D,CLOCK,CTH,FRK,GNA11,GNB5,GRIA1,GRIA3,GRIA4,GRIN1,GRIN2C,GRIN2D,GRIN3A,GRINA,GSK3B,GUCY1A1,GUCY2C,GUCY2D,GUCY2F,Gucy2g,HIF1A,MAP2K4,MKNK2,MLST8,MRAS,NOS1,NPR1,NR1D1,PLCB1,PLCB4,PLCD3,PLCL2,PRKAB2,PRKAG1,PRKAR1A,PRKAR2A,RACK1,RASD2,RORA,RYR1,RYR3,TRPC7"
Clathrin-mediated Endocytosis Signaling	0.00E+00		3.94E-01	"ACTG1,ACTR2,AP1G1,AP1S1,AP2A1,AP2M1,APOD,ARPC1B,ARPC2,ARPC3,ARPC4,ARRB2,CSNK2B,FGF20,HIP1R,ITGB1,LDLRAP1,MYO6,NUMB,PIK3C2B,PIK3CA,RAB7A,RPS27A,SNAP91,UBA52,USP9X"
Colorectal Cancer Metastasis Signaling	0.00E+00	-1.459600898	4.24E-01	"ADCY1,ADCY9,APC,APPL1,Cdc42,EGFR,FZD8,GNA11,GNB5,GRK3,GSK3B,GUCY1A1,LRP1,LRP6,MAP2K4,MRAS,MSH2,MSH3,MSH6,NFKB1,NOS2,PIK3C2B,PIK3CA,PRKAG1,PRKAR1A,PRKAR2A,RASD2,RHOBTB2,RHOC,SOS1,TCF7L1,TGFBR1,TLR3,WNT4,WNT5B,WNT9A"
Corticotropin Releasing Hormone Signaling	0.00E+00	-1	4.50E-01	"ADCY1,ADCY9,CACNA1A,CACNA1B,CACNA1G,CACNA2D1,CACNA2D4,CALM1 (includes others),CRHR2,CTH,GLI2,GUCY1A1,GUCY2C,GUCY2D,GUCY2F,Gucy2g,IVL,KRT1,MEF2C,NOS1,NOS2,NPR1,NR4A1,PRKAG1,PRKAR1A,PRKAR2A,PTCH1"
Cysteine Biosynthesis III (mammalia)	0.00E+00	2.449489743	5.00E-01	"AHCYL2,CTH,EEF1AKMT1,MAT2B,PRMT1,PRMT5"
Cysteine Biosynthesis/Homocysteine Degradation	0.00E+00		5.00E-01	CTH
Cytotoxic T Lymphocyte-mediated Apoptosis of Target Cells	0.00E+00		3.33E-01	CYC1
"D-myo-inositol (1,3,4)-trisphosphate Biosynthesis"	0.00E+00		5.00E-01	"INPP5F,OCRL,PTEN"
"D-myo-inositol (1,4,5)-Trisphosphate Biosynthesis"	0.00E+00	-1.341640786	3.33E-01	"PI4K2A,PIP4K2A,PLCB1,PLCB4,PLCD3"
"D-myo-inositol (1,4,5,6)-Tetrakisphosphate Biosynthesis"	0.00E+00	0	4.41E-01	"ALPL,ENTPD6,FIG4,IGBP1,INPP5F,OCRL,PGAM5,PPIP5K1,PPP1CA,PPP1CC,PPP1R13B,PPP2CA,PPP2R1A,PPP2R2A,PPP2R3A,PPP2R5E,PPP4R1,PPP5C,PRUNE1,PSPH,PTEN,PTPA,PTPN1,PTPRF,PTPRN,RNGTT,SACM1L,SET,SSH3,WBP11"
"D-myo-inositol (3,4,5,6)-tetrakisphosphate Biosynthesis"	0.00E+00	0	4.41E-01	"ALPL,ENTPD6,FIG4,IGBP1,INPP5F,OCRL,PGAM5,PPIP5K1,PPP1CA,PPP1CC,PPP1R13B,PPP2CA,PPP2R1A,PPP2R2A,PPP2R3A,PPP2R5E,PPP4R1,PPP5C,PRUNE1,PSPH,PTEN,PTPA,PTPN1,PTPRF,PTPRN,RNGTT,SACM1L,SET,SSH3,WBP11"
D-myo-inositol-5-phosphate Metabolism	0.00E+00	-0.377964473	4.36E-01	"ALPL,ENTPD6,FIG4,IGBP1,INPP5F,OCRL,PGAM5,PIP4K2A,PLCB1,PLCB4,PLCD3,PPIP5K1,PPP1CA,PPP1CC,PPP1R13B,PPP2CA,PPP2R1A,PPP2R2A,PPP2R3A,PPP2R5E,PPP4R1,PPP5C,PRUNE1,PSPH,PTEN,PTPA,PTPN1,PTPRF,PTPRN,RNGTT,SACM1L,SET,SSH3,WBP11"
DNA Double-Strand Break Repair by Homologous Recombination	0.00E+00		5.00E-01	"BRCA1,LIG1,MRE11,POLA1,RAD51,RPA1"
DNA Double-Strand Break Repair by Non-Homologous End Joining	0.00E+00		3.33E-01	"MRE11,PARP1,XRCC5,XRCC6"
Death Receptor Signaling	0.00E+00	0	5.20E-01	"ACIN1,ACTG1,CASP10,CASP2,CYC1,MAP2K4,NFKB1,PARP1,PARP3,SPTAN1,TBK1,TNKS,TNKS2"
Dendritic Cell Maturation	0.00E+00	-1.290994449	4.69E-01	"COL11A2,COL2A1,DDR2,FSCN2,IRF8,MAP2K4,NFKB1,PIK3C2B,PIK3CA,PLCB1,PLCB4,PLCD3,PLCL2,TAB1,TLR3"
Dilated Cardiomyopathy Signaling Pathway	0.00E+00	-2.132007164	5.18E-01	"ABCC9,ACTG1,ADCY1,ADCY9,CACNA1A,CACNA1B,CACNA1G,CACNA2D1,CACNA2D4,CAMK2D,DMD,GSK3B,GUCY1A1,ILK,KDM5A,LAMA4,MYH10,MYH11,MYL1,MYL9,MYO18A,MYO1H,PDE2A,PDE3A,PRKAG1,PRKAR1A,PRKAR2A,SCN5A,TTN"
Docosahexaenoic Acid (DHA) Signaling	0.00E+00		4.17E-01	"APP,GSK3B,PDPK1,PIK3C2B,PIK3CA"
Dolichyl-diphosphooligosaccharide Biosynthesis	0.00E+00		1.67E-01	ALG3
Dopamine-DARPP32 Feedback in cAMP Signaling	0.00E+00	-2.116950987	4.72E-01	"ADCY1,ADCY9,ATP2A1,CACNA1A,CACNA1B,CACNA2D1,CACNA2D4,Cacnb1,CALM1 (includes others),CAMKK1,CSNK1G1,GRIN1,GRIN2C,GRIN2D,GRIN3A,GRINA,GUCY1A1,KCNJ12,NOS1,PLCB1,PLCB4,PLCD3,PLCL2,PPP1CA,PPP1CC,PPP2CA,PPP2R1A,PPP2R2A,PPP2R3A,PPP2R5E,PRKAG1,PRKAR1A,PRKAR2A,PTPA"
EGF Signaling	0.00E+00	-0.377964473	3.18E-01	"CSNK2B,EGFR,MAP2K4,PIK3C2B,PIK3CA,RPS6KB1,SOS1"
ERB2-ERBB3 Signaling	0.00E+00	1.414213562	4.00E-01	"CDKN1B,GSK3B,MRAS,PDPK1,PIK3C2B,PIK3CA,PTEN,RASD2,SOS1,STAT5A"
ERBB Signaling	0.00E+00	0.632455532	3.14E-01	"EGFR,GSK3B,MAP2K4,MRAS,PAK1,PDPK1,PIK3C2B,PIK3CA,RASD2,RPS6KB1,SOS1"
ERBB4 Signaling	0.00E+00	0.447213595	2.22E-01	"MRAS,PDPK1,PIK3C2B,PIK3CA,RASD2,SOS1"
ERK/MAPK Signaling	0.00E+00	-0.6	4.03E-01	"DOCK1,ELF2,ETS1,ETS2,ITGAV,ITGB1,KSR1,MKNK2,MRAS,PAK1,PIK3C2B,PIK3CA,PPP1CA,PPP1CC,PPP2CA,PPP2R1A,PPP2R2A,PPP2R3A,PPP2R5E,PRKAG1,PRKAR1A,PRKAR2A,PTPA,RAPGEF1,RASD2,SOS1,TLN1,VRK2,YWHAB"
ERK5 Signaling	0.00E+00	0.816496581	3.68E-01	"EGFR,MEF2C,MRAS,RASD2,RPS6KB1,YWHAB,YWHAE"
Embryonic Stem Cell Differentiation into Cardiac Lineages	0.00E+00		4.00E-01	"GATA4,SOX2"
