Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Aldosterone Signaling in Epithelial Cells	0.00E+00	-0.904534034	2.76E-01	"CRYAB,DNAJB9,DNAJC1,DNAJC13,DNAJC19,DNAJC2,DNAJC21,DNAJC3,MAP2K1,PI4KA,PIP4K2A,PIP5K1C,PLCB1,PLCB3,PLCD3,PLCG1,PLCZ1,PRKCE,SACS,SOS1,TRAP1"
Altered T Cell and B Cell Signaling in Rheumatoid Arthritis	0.00E+00		3.33E-01	TLR3
Angiopoietin Signaling	0.00E+00	0	2.90E-01	"ANGPT1,ANGPT4,MRAS,PAK1,RAP1A,RASD2,SOS1,STAT5B,TIE1"
Antiproliferative Role of TOB in T Cell Signaling	0.00E+00		3.75E-01	"CCNA2,SKP1,TGFBR1"
Apelin Adipocyte Signaling Pathway	0.00E+00	1.941450687	3.78E-01	"ADCY1,ADCY8,CAT,GNA11,GPX1,GPX4,GSTK1,GUCY1A1,MGST3,PRDX6,PRKAB2,PRKAR1A,PRKAR2A,PRKAR2B"
Apelin Cardiac Fibroblast Signaling Pathway	0.00E+00		2.50E-01	PRKAB2
Apelin Cardiomyocyte Signaling Pathway	0.00E+00	0.904534034	2.82E-01	"ATP2A1,CAT,GNA11,MYL1,MYL9,PLCB1,PLCB3,PLCD3,PLCG1,PLCZ1,PRKCE"
Apelin Endothelial Signaling Pathway	0.00E+00	1.154700538	2.75E-01	"ADCY1,ADCY8,ANGPT1,CALM1 (includes others),GNA11,GUCY1A1,MAP2K1,MRAS,PLCB1,PLCB3,PRKAB2,PRKCE,RAP1A,RASD2"
Apelin Liver Signaling Pathway	0.00E+00		3.33E-01	"COL11A2,GSK3B"
Apelin Muscle Signaling Pathway	0.00E+00		2.31E-01	"GNA11,MRAS,PRKAB2"
Apelin Pancreas Signaling Pathway	0.00E+00	0	2.00E-01	"PRKAB2,PRKAR1A,PRKAR2A,PRKAR2B"
Apoptosis Signaling	0.00E+00	0	3.68E-01	"BIRC6,CAPN2,CAPN7,CDK1,CYC1,ENDOG,MAP2K1,MRAS,PARP1,PLCG1,PRKCE,RAP1A,RASD2,SPTAN1"
Aryl Hydrocarbon Receptor Signaling	0.00E+00	1.632993162	3.00E-01	"ALDH2,ALDH3A2,ALDH4A1,ALDH6A1,CCNA2,CHEK1,CTSD,GSTK1,GSTM4,GSTM5,GSTO1,MCM7,MGST3,RXRA,SMARCA4"
Atherosclerosis Signaling	0.00E+00		3.57E-01	"COL11A2,PCYOX1,PLA2G3,PLAAT4,PRDX6"
Autoimmune Thyroid Disease Signaling	0.00E+00		3.33E-01	TPO
Autophagy	0.00E+00	-1.04257207	3.03E-01	"ATG14,BIRC6,CALM1 (includes others),EIF2A,EPG5,GABARAPL1,GORASP2,GSK3B,MAP2K1,MLST8,OPTN,PPP2R2A,PPP2R3A,PPP3CA,PRKAB2,PRKAR1A,PRKAR2A,PRKAR2B,PTEN,SIRT1,SLC7A5,TSC2,WIPI2"
B Cell Receptor Signaling	0.00E+00	1.5	2.73E-01	"CALM1 (includes others),CAMK2D,CD22,EBF1,ETS1,GSK3B,INPP5F,MAP2K1,MAP2K6,MAP3K15,MRAS,OCRL,PIK3AP1,PPP3CA,PTEN,RAP1A,RASD2,SOS1"
BEX2 Signaling Pathway	0.00E+00	1.341640786	3.00E-01	"GSK3B,PPP2R2A,PPP2R3A,PTEN,SMARCB1,TSC2"
BMP signaling pathway	0.00E+00	-0.333333333	3.55E-01	"CHRD,MAP2K1,MRAS,PRKAR1A,PRKAR2A,PRKAR2B,RAP1A,RASD2,SOS1,TAB1,ZNF423"
Basal Cell Carcinoma Signaling	0.00E+00	-1	2.08E-01	"FZD4,GSK3B,PTCH1,WNT4,WNT5B"
"Bile Acid Biosynthesis, Neutral Pathway"	0.00E+00		1.67E-01	BAAT
Bladder Cancer Signaling	0.00E+00		2.86E-01	"EGFR,HDAC2,HDAC7,MAP2K1,MRAS,RAP1A,RASD2,RASSF1"
Breast Cancer Regulation by Stathmin1	0.00E+00	-2.653955211	3.09E-01	"AURKB,CALCRL,CAMK2D,CCKAR,CDK1,CRHR2,FSHR,FZD4,GABBR2,GPR89A/GPR89B,GRM1,GRM3,GRM4,GRM6,HTR1A,LGR5,LHCGR,MAP2K1,MRAS,NMUR2,NPY5R,PAK1,PLCB1,PLCB3,PPP1CC,PPP1R7,PPP2R2A,PPP2R3A,PRKAR1A,PRKAR2A,PRKAR2B,PRKCE,RAP1A,RASD2,RLIM,RXFP2,SOS1,SPDEF,TUBA1A,TUBA1B,TUBA3C/TUBA3D,TUBA3E,TUBA4A,TUBB2B,TUBB4A,TUBG1"
CCR3 Signaling in Eosinophils	0.00E+00	0	2.79E-01	"CALM1 (includes others),GNA11,MAP2K1,MPRIP,MRAS,PAK1,PLA2G3,PLCB1,PLCB3,PRKCE,RAP1A,RASD2"
CD27 Signaling in Lymphocytes	0.00E+00		2.11E-01	"CYC1,MAP2K1,MAP2K6,MAP3K15"
CD28 Signaling in T Helper Cells	0.00E+00	1	2.31E-01	"ARPC1B,ARPC3,ARPC4,CALM1 (includes others),MAP2K1,PAK1,PLCG1,PPP3CA,ZAP70"
CD40 Signaling	0.00E+00		9.52E-02	"MAP2K1,MAP2K6"
CDK5 Signaling	0.00E+00	-1.069044968	3.33E-01	"ADCY1,ADCY8,CACNA1A,GUCY1A1,LAMA1,MAP2K1,MRAS,PPP1CC,PPP1R7,PPP2R2A,PPP2R3A,PRKAR1A,PRKAR2A,PRKAR2B,RAP1A,RASD2"
CDP-diacylglycerol Biosynthesis I	0.00E+00		8.33E-02	MBOAT1
CNTF Signaling	0.00E+00	0	2.38E-01	"MAP2K1,MRAS,RAP1A,RASD2,SOS1"
CREB Signaling in Neurons	0.00E+00	-3.265986324	3.88E-01	"ADCY1,ADCY8,CACNA1A,CACNA1B,CACNA1D,CACNA1G,CACNA2D4,CALCRL,CALM1 (includes others),CAMK2D,CCKAR,CRHR2,EGFR,FGFR1,FSHR,FZD4,GABBR2,GNA11,GPR89A/GPR89B,GRIA2,GRIA3,GRIA4,GRID1,GRID2,GRIK1,GRIK2,GRIK3,GRIK4,GRIN1,GRIN2C,GRIN2D,GRM1,GRM3,GRM4,GRM6,GUCY1A1,HTR1A,LGR5,LHCGR,MAP2K1,MRAS,NMUR2,NPY5R,PLCB1,PLCB3,PLCD3,PLCG1,PLCZ1,POLR2B,POLR2C,POLR2E,POLR2I,POLR2J,POLR2L,PRKAR1A,PRKAR2A,PRKAR2B,PRKCE,RAP1A,RASD2,RXFP2,SOS1,TBP,TGFBR1"
CSDE1 Signaling Pathway	0.00E+00	0.816496581	3.33E-01	"AGO1,CSDE1,PABPC3,PTEN,RPL9,SYNCRIP,TRIO"
CTLA4 Signaling in Cytotoxic T Lymphocytes	0.00E+00		2.86E-01	"AP1G1,AP2A1,AP2M1,CLTC,PLCG1,PPP2R2A,PPP2R3A,ZAP70"
CXCR4 Signaling	0.00E+00	1.154700538	2.71E-01	"ADCY1,ADCY8,Cdc42,GNA11,GUCY1A1,MAP2K1,MRAS,MYL1,MYL9,PAK1,PLCB1,PLCB3,PRKCE,RAP1A,RASD2,RHOC"
Cancer Drug Resistance By Drug Efflux	0.00E+00		3.64E-01	"ABCC2,FOXO6,MAP2K1,MRAS,PTEN,RAP1A,RASD2,YBX1"
Cardiac Hypertrophy Signaling	0.00E+00	-0.730296743	3.68E-01	"ADCY1,ADCY8,CACNA1A,CACNA1B,CACNA1D,CACNA2D4,CALM1 (includes others),Cdc42,EIF2B1,EIF2B2,GNA11,GSK3B,GUCY1A1,MAP2K1,MAP2K6,MAP3K15,MRAS,MYL1,MYL9,PLCB1,PLCB3,PLCD3,PLCG1,PLCZ1,PPP3CA,PRKAR1A,PRKAR2A,PRKAR2B,RAP1A,RASD2,RHOC,SOS1,SRF,TAB1,TGFBR1"
Cardiac Hypertrophy Signaling (Enhanced)	0.00E+00	-1.312784923	3.37E-01	"ACE,ADCY1,ADCY8,APEX1,ATP2A1,CACNA1A,CACNA1B,CACNA1D,CACNA2D4,CALM1 (includes others),CAMK2D,DIAPH1,EIF2B1,EIF2B2,ENPP1,FGFR1,FGFRL1,FZD4,GNA11,GSK3B,GUCY1A1,HDAC2,HDAC7,INPP5F,ITGA8,ITGAV,MAP2K1,MAP2K6,MAP3K15,MRAS,NPR1,PDE10A,PDE12,PDE8A,PKN1,PLCB1,PLCB3,PLCD3,PLCG1,PLCZ1,PPP3CA,PRKAR1A,PRKAR2A,PRKAR2B,PRKCE,PRKG1,PTEN,RAP1A,RASD2,RPS6,SRF,TGFBR1,TSC2,WNT4,WNT5B"
Cardiac β-adrenergic Signaling	0.00E+00	-0.727606875	3.57E-01	"ADCY1,ADCY8,AKAP1,AKAP7,APEX1,ATP2A1,CACNA1A,CACNA1B,CACNA1D,CACNA2D4,ENPP1,GNA11,GRK3,GUCY1A1,MRAS,PDE10A,PDE12,PDE8A,PPP1CC,PPP1R7,PPP2R2A,PPP2R3A,PRKAR1A,PRKAR2A,PRKAR2B"
Cardiomyocyte Differentiation via BMP Receptors	0.00E+00		1.00E-01	MYH7
Cell Cycle Regulation by BTG Family Proteins	0.00E+00		2.14E-01	"PPP2R2A,PPP2R3A,PRMT1"
Cell Cycle: G1/S Checkpoint Regulation	0.00E+00	0.816496581	2.69E-01	"GSK3B,HDAC2,HDAC7,PAK1IP1,RPL11,RPL5,SKP1"
Cell Cycle: G2/M DNA Damage Checkpoint Regulation	0.00E+00	0	3.81E-01	"CCNB2,CCNB3,CDK1,CHEK1,PLK1,SKP1,TRIP12,YWHAB"
Ceramide Signaling	0.00E+00	0.377964473	3.24E-01	"CTSD,KSR1,MAP2K1,MRAS,NSMAF,PPP2R2A,PPP2R3A,RAP1A,RASD2,SMPD1,SMPD2"
Cholecystokinin/Gastrin-mediated Signaling	0.00E+00	-0.301511345	3.51E-01	"Cdc42,EGFR,MAP2K1,MAP2K6,MRAS,PLCB1,PLCB3,PRKCE,RAP1A,RASD2,RHOC,SOS1,SRF"
Chronic Myeloid Leukemia Signaling	0.00E+00		2.25E-01	"HDAC2,HDAC7,MAP2K1,MRAS,RAP1A,RASD2,SOS1,STAT5B,TGFBR1"
Citrulline Biosynthesis	0.00E+00		2.50E-01	ARG2
Clathrin-mediated Endocytosis Signaling	0.00E+00		3.03E-01	"ACTC1,ACTG1,AP1G1,AP2A1,AP2M1,ARPC1B,ARPC3,ARPC4,ARRB2,CLTC,CSNK2B,DNM1L,HIP1R,NUMB,PCYOX1,PIP5K1C,PPP3CA,RPS27A,UBA52,USP9X"
Coenzyme A Biosynthesis	0.00E+00		3.33E-01	PPCS
Colorectal Cancer Metastasis Signaling	0.00E+00	-1.697749375	3.18E-01	"ADCY1,ADCY8,Cdc42,EGFR,FZD4,GNA11,GRK3,GSK3B,GUCY1A1,LRP5,LRP6,MAP2K1,MRAS,MSH2,MSH6,NOS2,PRKAR1A,PRKAR2A,PRKAR2B,RAP1A,RASD2,RHOC,SOS1,TGFBR1,TLR3,WNT4,WNT5B"
Complement System	0.00E+00		3.33E-01	C1QBP
Cyclins and Cell Cycle Regulation	0.00E+00	2.333333333	3.43E-01	"CCNA2,CCNB2,CCNB3,CCNH,CDK1,GSK3B,HDAC2,HDAC7,MYT1,PPP2R2A,PPP2R3A,SKP1"
Cytotoxic T Lymphocyte-mediated Apoptosis of Target Cells	0.00E+00		3.33E-01	CYC1
"D-myo-inositol (1,4,5,6)-Tetrakisphosphate Biosynthesis"	0.00E+00	1.147078669	3.09E-01	"ALPL,ENPP1,FIG4,INPP5F,OCRL,PGAM5,PPP1CC,PPP1R7,PPP2R2A,PPP2R3A,PPP3CA,PPP4R1,PPP5C,PPTC7,PRUNE1,PTEN,PTPN13,SACM1L,SET,SSH3,WBP11"
"D-myo-inositol (3,4,5,6)-tetrakisphosphate Biosynthesis"	0.00E+00	1.147078669	3.09E-01	"ALPL,ENPP1,FIG4,INPP5F,OCRL,PGAM5,PPP1CC,PPP1R7,PPP2R2A,PPP2R3A,PPP3CA,PPP4R1,PPP5C,PPTC7,PRUNE1,PTEN,PTPN13,SACM1L,SET,SSH3,WBP11"
D-myo-inositol-5-phosphate Metabolism	0.00E+00	0.6	3.46E-01	"ALPL,ENPP1,FIG4,INPP5F,OCRL,PGAM5,PIP4K2A,PLCB1,PLCB3,PLCD3,PLCG1,PLCZ1,PPP1CC,PPP1R7,PPP2R2A,PPP2R3A,PPP3CA,PPP4R1,PPP5C,PPTC7,PRUNE1,PTEN,PTPN13,SACM1L,SET,SSH3,WBP11"
DNA Double-Strand Break Repair by Homologous Recombination	0.00E+00		8.33E-02	ATRX
DNA Double-Strand Break Repair by Non-Homologous End Joining	0.00E+00		2.50E-01	"PARP1,WRN,XRCC6"
DNA damage-induced 14-3-3σ Signaling	0.00E+00		3.75E-01	"CCNB2,CCNB3,CDK1"
Death Receptor Signaling	0.00E+00	1.133893419	3.20E-01	"ACTC1,ACTG1,CYC1,DAXX,PARP1,PARP3,SPTAN1,TNKS"
Dendritic Cell Maturation	0.00E+00	-0.904534034	3.44E-01	"COL11A2,DDR2,FSCN2,IRF8,PLCB1,PLCB3,PLCD3,PLCG1,PLCZ1,TAB1,TLR3"
Docosahexaenoic Acid (DHA) Signaling	0.00E+00		8.33E-02	GSK3B
Dolichyl-diphosphooligosaccharide Biosynthesis	0.00E+00		1.67E-01	DPAGT1
Dopamine Degradation	0.00E+00	2	3.64E-01	"ALDH2,ALDH3A2,ALDH4A1,SULT1B1"
Dopamine Receptor Signaling	0.00E+00	-1.341640786	3.33E-01	"ADCY1,ADCY8,GUCY1A1,PPP1CC,PPP1R7,PPP2R2A,PPP2R3A,PRKAR1A,PRKAR2A,PRKAR2B,SLC6A3"
EGF Signaling	0.00E+00	-0.816496581	2.73E-01	"CSNK2B,EGFR,MAP2K1,PLCG1,SOS1,SRF"
ERB2-ERBB3 Signaling	0.00E+00	1.133893419	3.20E-01	"GSK3B,MAP2K1,MRAS,PTEN,RAP1A,RASD2,SOS1,STAT5B"
ERBB Signaling	0.00E+00	0	3.14E-01	"EGFR,GSK3B,MAP2K1,MAP2K6,MRAS,PAK1,PLCG1,PRKCE,RAP1A,RASD2,SOS1"
ERBB4 Signaling	0.00E+00	0	2.59E-01	"MAP2K1,MRAS,PLCG1,PRKCE,RAP1A,RASD2,SOS1"
ERK/MAPK Signaling	0.00E+00	-0.447213595	3.33E-01	"ETS1,ITGA8,ITGAV,KSR1,MAP2K1,MRAS,PAK1,PLA2G3,PLCG1,PPP1CC,PPP1R7,PPP2R2A,PPP2R3A,PRKAR1A,PRKAR2A,PRKAR2B,PRKCE,RAP1A,RASD2,SOS1,SRF,TLN1,VRK2,YWHAB"
ERK5 Signaling	0.00E+00	-0.447213595	3.16E-01	"EGFR,MRAS,RAP1A,RASD2,RPS6KC1,YWHAB"
Eicosanoid Signaling	0.00E+00		2.67E-01	"DPEP1,PLA2G3,PLAAT4,PRDX6"
Endocannabinoid Cancer Inhibition Pathway	0.00E+00	0.242535625	3.21E-01	"ADCY1,ADCY8,EIF2A,GSK3B,GUCY1A1,MAP2K1,MAP2K6,MLST8,NOS1,NOS2,NSMAF,PRKAB2,PRKAR1A,PRKAR2A,PRKAR2B,SMPD1,SMPD2,TRIB3"
Endocannabinoid Developing Neuron Pathway	0.00E+00	2.333333333	2.64E-01	"ADCY1,ADCY8,GSK3B,GUCY1A1,MAP2K1,MAP2K6,MLST8,MRAS,PRKAR1A,PRKAR2A,PRKAR2B,RAP1A,RAP1GAP,RASD2"
Endometrial Cancer Signaling	0.00E+00	0.447213595	3.33E-01	"CTNNA2,GSK3B,MAP2K1,MRAS,PTEN,RAP1A,RASD2,SOS1"
Endoplasmic Reticulum Stress Pathway	0.00E+00		2.50E-01	"DNAJC3,EIF2S1"
Endothelin-1 Signaling	0.00E+00	0.447213595	3.68E-01	"ADCY1,ADCY8,ECE2,GNA11,GUCY1A1,GUCY2C,GUCY2D,MRAS,NOS1,NOS2,NPR1,NPR2,PLA2G3,PLAAT4,PLCB1,PLCB3,PLCD3,PLCG1,PLCZ1,PLD2,PRDX6,PRKCE,RAP1A,RASD2,SOS1"
Ephrin A Signaling	0.00E+00		1.11E-01	"ADAM10,PAK1"
Ephrin B Signaling	0.00E+00	-0.447213595	2.17E-01	"EPHB1,GNA11,ITSN2,MRAS,PAK1"
Ephrin Receptor Signaling	0.00E+00	0.25819889	3.18E-01	"ADAM10,ANGPT1,ARPC1B,ARPC3,ARPC4,EPHB1,GNA11,GRIN1,GRIN2C,GRIN2D,GRIN3A,GRINA,ITGA8,ITGAV,MAP2K1,MRAS,PAK1,PTPN13,RAP1A,RASD2,SOS1"
Epithelial Adherens Junction Signaling	0.00E+00	0.6	3.52E-01	"AFDN,ARHGAP35,ARPC1B,ARPC3,ARPC4,BAIAP2,CTNNA2,DIAPH1,ECT2,EGFR,FARP2,FGFR1,MRAS,MYH10,MYH4,PAK1,PPP2R2A,PPP2R3A,PRKAB2,PTEN,RACGAP1,RAP1A,RASD2,TGFBR1,YWHAB"
Erythropoietin Signaling Pathway	0.00E+00	0.333333333	2.43E-01	"GSK3B,MAP2K1,MRAS,PLCG1,PRKCE,RAP1A,RASD2,SOS1,STAT5B"
Estrogen Biosynthesis	0.00E+00	0	2.67E-01	"HSD17B10,HSD17B12,HSD17B4,HSD17B8"
Estrogen-Dependent Breast Cancer Signaling	0.00E+00	0	3.10E-01	"EGFR,HSD17B10,HSD17B12,HSD17B4,HSD17B8,MRAS,RAP1A,RASD2,STAT5B"
Estrogen-mediated S-phase Entry	0.00E+00		2.86E-01	"CCNA2,CDK1"
FAK Signaling	0.00E+00	-2.213594362	2.63E-01	"ARHGAP35,ARPC1B,ARPC3,ARPC4,ASAP1,CALCRL,CAPN2,CAPN7,CCKAR,COL11A2,CRHR2,EGFR,ETS1,FSHR,FZD4,GABBR2,GPR89A/GPR89B,GRM1,GRM3,GRM4,GRM6,GSK3B,HTR1A,ITGA8,ITGAV,LGR5,LHCGR,MAP2K1,MRAS,NMUR2,NPY5R,PAK1,PLCG1,PTEN,RAP1A,RASD2,RXFP2,SOS1,SPARCL1,TGFBR1"
FAT10 Cancer Signaling Pathway	0.00E+00		2.73E-01	"GSK3B,PCNA,TGFBR1"
FGF Signaling	0.00E+00	-0.816496581	2.00E-01	"FGFR1,FGFRL1,MAP2K1,MAP2K6,PLCG1,SOS1"
FLT3 Signaling in Hematopoietic Progenitor Cells	0.00E+00	0.447213595	2.40E-01	"MAP2K1,MRAS,RAP1A,RASD2,SOS1,STAT5B"
FXR/RXR Activation	0.00E+00		3.20E-01	"ABCC2,BAAT,FBP1,NR1I2,NR5A2,PCYOX1,RXRA,SLC4A2"
Factors Promoting Cardiogenesis in Vertebrates	0.00E+00	-1.290994449	3.15E-01	"CAMK2D,FZD4,GSK3B,LRP5,LRP6,MYH6,MYH7,PLCB1,PLCB3,PLCD3,PLCG1,PLCZ1,PRKCE,SCN5A,TGFBR1,WNT4,WNT5B"
Fc Epsilon RI Signaling	0.00E+00	0.632455532	2.68E-01	"INPP5F,MAP2K1,MAP2K6,MRAS,OCRL,PLA2G3,PLCG1,PRKCE,RAP1A,RASD2,SOS1"
Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes	0.00E+00	0.577350269	3.16E-01	"ACTC1,ACTG1,ARPC1B,ARPC3,ARPC4,MYO5A,PAK1,PLCG1,PLD2,PRKCE,PTEN,TLN1"
FcγRIIB Signaling in B Lymphocytes	0.00E+00		3.46E-01	"CACNA1A,CACNA1B,CACNA1D,CACNA1G,CACNA2D4,MRAS,RAP1A,RASD2,SOS1"
Ferroptosis Signaling Pathway	0.00E+00	-0.534522484	2.86E-01	"CTH,EIF2A,FANCD2,GPX4,GSS,H2AZ1,MAP2K1,MRAS,PRKAB2,RAP1A,RASD2,STEAP3,USP7,VDAC2"
G Protein Signaling Mediated by Tubby	0.00E+00		3.57E-01	"GNA11,MRAS,PLCB1,PLCB3,PLCG1"
G-Protein Coupled Receptor Signaling	0.00E+00	-1.069044968	2.89E-01	"ADCY1,ADCY8,APEX1,ARRB2,CALCRL,CALM1 (includes others),CAMK2D,CCKAR,CNGA3,CNGB3,CRHR2,ENPP1,FOXO6,FSHR,FZD4,GABBR2,GNA11,GPR89A/GPR89B,GRK3,GRM1,GRM3,GRM4,GRM6,GSK3B,GUCY1A1,HCN2,HTR1A,LGR5,LHCGR,MAP2K1,MAP2K6,MAP3K15,MRAS,MYL1,MYL9,NMUR2,NPY5R,PAK1,PDE10A,PDE12,PDE8A,PLCB1,PLCB3,PLCG1,PPP3CA,PRKAR1A,PRKAR2A,PRKAR2B,PRKCE,RAP1A,RAP1GAP,RASD2,RGS12,RGS7,RXFP2,SOS1,SRF"
GABA Receptor Signaling	0.00E+00		3.85E-01	"ADCY1,ADCY8,AP2A1,AP2M1,CACNA1A,CACNA1B,CACNA1D,CACNA1G,CACNA2D4,GABBR2,GABRA6,GABRR2,GAD1,GNA11,GUCY1A1,MRAS,NSF,RPS27A,SLC32A1,UBA52"
GADD45 Signaling	0.00E+00	-0.816496581	2.73E-01	"CDK1,MAP2K6,NFYA,PCNA,POU2F1,TGFBR1"
GDNF Family Ligand-Receptor Interactions	0.00E+00	-0.816496581	2.80E-01	"MAP2K1,MRAS,PLCG1,RAP1A,RASD2,RET,SOS1"
GDP-glucose Biosynthesis	0.00E+00		2.50E-01	PGM1
GDP-mannose Biosynthesis	0.00E+00		2.00E-01	GMPPA
GM-CSF Signaling	0.00E+00	0.707106781	3.85E-01	"CAMK2D,ETS1,MAP2K1,MRAS,PPP3CA,RACK1,RAP1A,RASD2,SOS1,STAT5B"
GNRH Signaling	0.00E+00	-1.414213562	3.82E-01	"ADCY1,ADCY8,CACNA1A,CACNA1B,CACNA1D,CACNA1G,CACNA2D4,CALM1 (includes others),CAMK2D,EGFR,GNA11,GUCY1A1,MAP2K1,MAP2K6,MAP3K15,MRAS,PAK1,PLCB1,PLCB3,PRKAR1A,PRKAR2A,PRKAR2B,PRKCE,RAP1A,RASD2,SOS1"
GP6 Signaling Pathway	0.00E+00	1.414213562	2.14E-01	"ADAM10,CALM1 (includes others),COL11A2,GSK3B,LAMA1,LAMA4,PLCG1,PRKCE,TLN1"
Germ Cell-Sertoli Cell Junction Signaling	0.00E+00		3.24E-01	"ACTC1,ACTG1,AFDN,Cdc42,CTNNA2,JUP,MAP2K1,MAP2K6,MAP3K15,MRAS,PAK1,RAP1A,RASD2,RHOC,TGFBR1,TUBA1A,TUBA1B,TUBA3C/TUBA3D,TUBA3E,TUBA4A,TUBB2B,TUBB4A,TUBG1"
Glioblastoma Multiforme Signaling	0.00E+00	-1	3.33E-01	"Cdc42,EGFR,FZD4,GSK3B,MAP2K1,MRAS,NF1,PLCB1,PLCB3,PLCD3,PLCG1,PLCZ1,PTEN,RAP1A,RASD2,RHOC,SOS1,TSC2,WNT4,WNT5B"
Glioma Invasiveness Signaling	0.00E+00	1	2.31E-01	"Cdc42,ITGAV,MRAS,RAP1A,RASD2,RHOC"
Glioma Signaling	0.00E+00	0	3.64E-01	"CALM1 (includes others),CAMK2D,EGFR,HDAC2,HDAC7,IDH1,IDH3B,IDH3G,MAP2K1,MRAS,PLCG1,PRKCE,PTEN,RAP1A,RASD2,SOS1"
Glutathione Biosynthesis	0.00E+00		3.33E-01	GSS
Glycoaminoglycan-protein Linkage Region Biosynthesis	0.00E+00		2.50E-01	XYLT1
Glycogen Degradation II	0.00E+00		2.86E-01	"PGM1,PYGB"
Glycogen Degradation III	0.00E+00		3.33E-01	"GAA,PGM1,PYGB"
Growth Hormone Signaling	0.00E+00	-0.816496581	2.22E-01	"IGFALS,PLCG1,PRKCE,RPS6KC1,SRF,STAT5B"
Guanosine Nucleotides Degradation III	0.00E+00		3.33E-01	"NT5C3B,PNP"
